text,year,team
"Matches: [[""Gerben Voshol"", ""other""], [""Paul de Raadt"", ""other""], [""Raymond Brandt"", ""other""], [""John D. Coates"", ""other""], [""Joost Willemse"", ""other""], [""Mark Arentshorst"", ""other""], [""Davy de Witt"", ""other""], [""Andre Kuipers"", ""other""], [""Ionica Smeets"", ""other""], [""Ype Driessen"", ""other""], [""Poppy Savenije"", ""other""], [""Wendy Persson"", ""other""], [""Annette Mullink"", ""other""], [""Michel Leseman"", ""other""], [""Barbara Brunnhuber"", ""other""], [""Thomas Dijkmans"", ""other""], [""Matthijs van der Kooij"", ""other""], [""Guus Borst"", ""other""], [""Hella van Leeuwen"", ""other""], [""Pedro Russo"", ""other""], [""Jack van Loon"", ""other""], [""Jos Frantzen"", ""other""], [""Zoe Seekles"", ""other""], [""Janna Horjus"", ""other""], [""Olga Crapels"", ""other""], [""Federico Muffatto"", ""other""], [""Adam Thomas"", ""other""], [""Nature Microbiology"", ""other""], [""Airbus Defence & Space Netherlands"", ""other""], [""Leiden University"", ""other""], [""Center for Human Drug Research"", ""other""], [""Sarstedt"", ""other""], [""DSM"", ""other""], [""BaseClear"", ""other""], [""Integrated DNA Technologies"", ""other""], [""Generade"", ""other""], [""Sigma-Aldrich"", ""other""], [""SnapGene"", ""other""], [""The European Space Agency"", ""other""], [""Molekula"", ""other""], [""New England BioLabs"", ""other""], [""Sjoerd Seekles"", ""Sjoerd Johan Seekles""], [""Lisanne Oosterhoud"", ""Lisanne van Oosterhoud""], [""Charlotte v.d. Velde"", ""Charlotte van de Velde""]]",2016,Leiden
"Matches: [[""school of life sciences of Nanjing University"", ""other""], [""Prof. Jing Zhao's lab"", ""Jing Zhao""], [""Prof. Jing Zhao"", ""Jing Zhao""], [""Dr. Wei Wei"", ""Wei Wei""], [""Jingwen Lin"", ""Jing-wen Lin""], [""Shuangshuang Du"", ""Du Shuangshuang""], [""Churong Xu"", ""Xu Churong""], [""Wei Jin"", ""Jin Wei""], [""Wei Jing"", ""other""]]",2016,Nanjing-China
"matches: [[""ANG Shi Hui"", ""Ang Shi Hui""], [""CHOI Yan Ru"", ""Choi Yan Ru""], [""CHAN Man Yau Joseph"", ""Chan Man Yau""], [""Janice DARIKHO"", ""Janice Darikho""], [""HAN Ziyin"", ""HAN ZIYIN""], [""Priyanka KAMATH"", ""Priyanka Kamath""], [""Corey Bryen LINGAM"", ""Corey Bryen Lingam""], [""Keshiniy MADIVANNAN"", ""Keshiniy Madivannan""], [""WONG Chi Yan"", ""Wong Chi Yan""], [""YEAM Cheng Teng"", ""Yeam Cheng Teng""], [""Ms. NGUYEN Hoang Diem Phuong"", ""Nguyen Hoang Diem Phuong""], [""Ms. TAN Yi Han"", ""Tan Yi Han""], [""Professor Linda KENNEY"", ""linda kenney""], [""Dr Stuti DESAI"", ""Stuti Desai""], [""A/P Matthew CHANG"", ""Matthew Chang""], [""Dr WONG Choon Kit Adison"", ""Adison Wong""], [""A/P LIOU Yih-Cherng"", ""Yih-Cherng Liou""], [""Dr LIEU Zi Zhao Robert"", ""Robert Zi Zhao""], [""Mr. Andreas DEWANTO"", ""Andreas Dewanto""], [""Han Ziyin"", ""HAN ZIYIN""], [""National University of Singapore (NUS)"", ""other""], [""Faculty of Science National University of Singapore"", ""other""], [""Dr. Chammika Udalagama"", ""other""], [""Dr. Linda Sellou"", ""other""], [""Dr. Lim Zhi Han"", ""other""], [""Mr. Elvin Koh Wei Chuan"", ""other""], [""Mr. Tan Jin Hui Max"", ""other""], [""Dr. Robert Lieu Zi Zhao"", ""other""], [""A/P Liou Yih-Cherng"", ""other""], [""A/P Matthew Chang Wook"", ""other""], [""Mr. Andreas Dewanto"", ""other""], [""Prof. Linda Kenney"", ""other""], [""Dr. Stuti Desai"", ""other""], [""Dr. Adison Wong Choon Kit"", ""other""], [""Ms. Tan Yi Han"", ""other""], [""Ms. Nguyen Hoang Diem Phuong"", ""other""], [""SPSingapore 2015"", ""other""], [""ETH_Zurich 2015"", ""other""], [""ETH_Zurich 2016"", ""other""], [""Melbourne 2016"", ""other""], [""Hong_Kong_HKUST 2016"", ""other""], [""Hong_Kong_HKU 2016"", ""other""], [""NTU-Singapore 2016"", ""other""], [""Ms. Yang Qiaoyun"", ""other""], [""Mr. He Yunsheng"", ""other""], [""Mr. Wang Chao"", ""other""], [""Mr. Tang Ning"", ""other""], [""iGEM Parts Registry"", ""other""], [""Integrated DNA Technologies (IDT)"", ""other""], [""New England Biolabs (NEB)"", ""other""], [""MathWorks"", ""other""]]",2016,NUS_Singapore
"[[""Andrea Belotti"", ""other""], [""Laura"", ""other""], [""team coordination and project management team"", ""other""], [""Interdisciplinary exchange"", ""other""], [""iGEM team"", ""other""], [""iGEM Gottingen"", ""other""], [""iGEM Aachen"", ""other""], [""iGEM Texas at Austin"", ""other""], [""iGEM Munich"", ""other""], [""iGEM Dusseldorf"", ""other""], [""iGEM Marburg"", ""other""], [""Christian Surder"", ""other""], [""Lutz Alfter"", ""other""], [""Thomas Dohmen"", ""other""], [""Alana Gouveia"", ""Alana Stephanie Gouveia dos Santos Silva""], [""Franziska Hameister"", ""Franzi Hameister""], [""Steven Pilger"", ""Steven Dennis Pilger""], [""Bianca Reisinger"", ""Kerstin Bianca Reisinger""], [""Inka Schroter"", ""Inka Antonia Schroter""], [""Fabian Drywa"", ""other""]]",2016,TU_Darmstadt
"[[""dr. Dr. Budiman Bela  Sp.MK(K)"", ""Budiman Bela""], [""Dr. Muhamad Sahlan  S.Si  M.Eng"", ""Muhamad Sahlan""], [""dr. Drs. Abinawanto  M.Si"", ""Abinawanto Abinawanto""], [""Prof. Drh. Wiku Bakti Bawono Adisasmito M.Sc.  Ph.D"", ""other""], [""Dr. Arry Yanwar  M.Si. Apt"", ""other""], [""Dian Nastiti  S.E.  Ak. M.Comm"", ""Dian Nastiti""], [""Dra. Wisni Bantarti  M.Kes"", ""other""], [""Adi Nugroho"", ""adi nugroho harlianto""], [""Amanda Fauzea"", ""Amanda Fauzea Ghaisani""], [""Faustina Martha"", ""Faustina Prima Martha""], [""Raka Bhaskara"", ""I Gusti Ngurah Raka Bhaskara Wilaputraka""], [""Ms. Aroem"", ""other""], [""Ms. Silvia"", ""other""], [""Ms. Sofy"", ""other""], [""Mr. Hartiyowidi"", ""other""], [""Ms. Ekawati"", ""other""], [""Ms. Gema"", ""other""], [""Mr. Heru"", ""other""], [""Ms. Qonita"", ""other""], [""Ms. Eleyna"", ""other""], [""Mr  Agung"", ""other""], [""Mr. Chirstian"", ""other""], [""Ms. Dian"", ""other""], [""Mr. Ibnu"", ""other""], [""Ms. Hana"", ""other""], [""BEM UI"", ""other""], [""27th Minister of Education and Culture of Indonesia  Mr. Anis Baswedan and wife"", ""other""], [""Adi Nugroho Harlianto  S. Ked"", ""other""], [""iGEM 2015 participant"", ""other""], [""Prof. dr. Zubairi Djoerban  Sp. PD-KHOM"", ""other""], [""Head of Indonesia AIDS Society Head of AIDS and STI Division at Ministry of Health Republic Indonesia"", ""other""], [""Dr. Ede Surya Darmawan  SKM  MDM"", ""other""], [""dr. Adi Sasongko  MA"", ""other""], [""English Debating Society Universitas Indonesia"", ""other""], [""Ms. Pris (alias name)"", ""other""], [""School principal  teachers and staffs from SMPN 184 East Jakarta"", ""other""], [""Kantor Kelurahan Pekayon  Jakarta Timur (Pekayon Administrative Office)"", ""other""], [""Students and residents around city of Depok  West Java"", ""other""], [""Street child workers (anak jalanan) around city of Bogor  West Java"", ""other""], [""Haryo Ksatrio Utomo  S.Sos  M.Si"", ""other""], [""Genta Tenri Mawangi  S.Hum"", ""other""], [""Widi K.S."", ""other""], [""Mr. Cloud & Mr. Sand (alias name)"", ""other""], [""Universitas Indonesia"", ""other""], [""Tanoto Foundation"", ""other""], [""PT Perta Daya Gas"", ""other""], [""AJB Bumiputera"", ""other""], [""PT Sriboga"", ""other""], [""PT Bioneer Indonesia"", ""other""], [""PT Asabri"", ""other""], [""PT Pertamina EP"", ""other""], [""PT Bank Permata"", ""other""], [""PT Chandra Asri Petrochemical"", ""other""]]",2016,UI-Indonesia
"[[""Professor Jiong Hong"", ""Jiong Hong""], [""Dr. Dong Men and his team"", ""other""], [""Ms. Dan Wu  PhD student of Jiong Hong's Lab"", ""other""], [""Professor Haiyan Liu and his lab"", ""Haiyan Liu""], [""Mr. Xiuhai Wang"", ""other""], [""Ms. Qian Zhang"", ""other""], [""Professor Suling Liu and her lab"", ""other""], [""Professor Longping Wen"", ""other""], [""Mr. Shanhui Liao  graduate of USTC"", ""other""], [""Team USTC-Software"", ""other""], [""Mr. Juntao Yu  leader of 2015 USTC-China"", ""other""], [""NCKU"", ""other""], [""Tianshu Liu"", ""tianshu liu""], [""Yonghao Liang"", ""YongHao Liang""], [""Chenyang Li"", ""Chenyang LI""], [""Jinheng Han"", ""other""], [""Yuan Du"", ""other""], [""Bei shizhang"", ""other""], [""Shi Yunyu"", ""other""], [""professors"", ""other""], [""undergraduate students"", ""other""], [""graduate students"", ""other""], [""PhD candidates"", ""other""], [""graduated students"", ""other""], [""doctoral dissertations"", ""other""], [""Professor Liu Haiyan"", ""Haiyan Liu""], [""Dr. Hong Jiong"", ""Jiong Hong""], [""Mr. Yu Juntao"", ""other""], [""Mr. Gao Yifan"", ""other""], [""Mr. Liu Runze"", ""other""], [""Mr. Li Zhi"", ""other""], [""Western Library of USTC"", ""other""], [""USTC-Software 2015"", ""other""], [""iGEM HQ"", ""other""], [""Jin Zida"", ""other""], [""Wang Tao"", ""other""], [""Han Haoyu"", ""Haoyu Liu""], [""Zhang Qian"", ""Chengle Zhang""], [""Wang Zibo"", ""other""], [""Zheng Zihan"", ""other""], [""Hu Tianyu"", ""other""], [""Zhang Ke"", ""other""], [""Guo Buming"", ""other""], [""Wang Xinxin"", ""other""], [""Jin Liying"", ""other""], [""Zhang Yujie"", ""other""], [""Huang Jiacan"", ""other""], [""You Xuanke"", ""other""], [""Zhao Yanbing"", ""other""], [""Zhang Peijin"", ""other""], [""Zhao Zirui"", ""other""], [""Zhang Yixiao"", ""other""], [""An Zeyu"", ""other""], [""Wu Shuhao"", ""other""], [""USTCIF"", ""other""], [""USTC Teaching Affair Office"", ""other""], [""School of Life Sciences"", ""other""], [""NCBI"", ""other""], [""Biobrick"", ""other""]]",2016,USTC
"Matches: [[""Tom Santangelo lab"", ""Thomas Santangelo""], [""Christie Peeble's Lab"", ""Christie A. M. Peebles""], [""Jacob Sebesta"", ""other""], [""Claudia Gentry Weeks"", ""Claudia Gentry-Weeks""], [""Tom Santangelo"", ""Thomas Santangelo""], [""SLICE Office"", ""other""], [""SLICE travel grant"", ""other""], [""College of Engineering"", ""other""], [""C2B2"", ""other""], [""CSU's synthetic biology club"", ""other""], [""Santangelo lab"", ""Thomas Santangelo""], [""CSU Fort Collins"", ""other""]]",2017,CSU_Fort_Collins
"[[""Dalhousie"", ""other""], [""Angela Tsai"", ""Meng-Chiao, Tsai""], [""Serena Drouillard"", ""serena drouillard""], [""Francis Rutledge"", ""Francis Routledge""], [""Landon Getz"", ""Landon John Getz""], [""Dr. Craig McCormick"", ""Craig McCormick""], [""Dr. John Rohde"", ""John Rohde""], [""Dr. Lois Murray"", ""Lois Murray""], [""Trevor Charles"", ""other""], [""Juigun Cheng"", ""other""], [""John Hiel"", ""other""], [""Melanie Dobson"", ""other""], [""Jason Leblanc"", ""other""], [""Hallam Lab"", ""other""], [""Morgan Langille"", ""other""], [""Andre Comeau"", ""other""], [""Jennifer Baechler"", ""other""], [""Abbey Martin"", ""other""], [""Paul Briggs"", ""other""], [""Heidi MacKinnon"", ""other""], [""Ryan Jameson"", ""other""], [""Steve Thurbide"", ""other""], [""Dalhousie Microbiology and Immunology Department"", ""other""], [""David Lloyd"", ""other""], [""Eddy Rubin"", ""other""], [""Port Hawkesbury Paper"", ""other""], [""Scott Doncaster"", ""other""], [""Grant MacKenzie"", ""other""], [""Bob MacDonald"", ""other""], [""Science Sam"", ""other""], [""Dan Falk"", ""other""], [""Catherine Reeves"", ""other""], [""Steven Snobelen"", ""other""], [""Dalhousie University Office of Advancement"", ""other""], [""Matt Curry"", ""Matthew Curry""], [""Zhenyu Cheng"", ""other""], [""Richard Singer"", ""other""]]",2017,Dalhousie
"matches: [[""Department of Biotechnology  Ministry of Science and Technology  Government of India  New Delhi"", ""other""], [""Dayalbagh Educational Institute Agra"", ""other""], [""Integrated DNA Technologies (IDT)"", ""other""], [""Dr. Rajiv Ranjan"", ""Rajiv Ranjan""], [""Ms. Dipinte Gupta"", ""Dipinte Gupta""], [""Mrs. Mrinalini Prasad"", ""Mrinalini Prasad""], [""Simran Singh"", ""SIMRAN SINGH""], [""Naziya Parveen"", ""Naziya parveen""], [""Richa"", ""RICHA""], [""Kusum Dixit"", ""KUSUM DIXIT""], [""Pragati Yadav"", ""PRAGATI YADAV""], [""Shivi Kulshrestha"", ""shivi kulshrestha""], [""Prof. Indranil Das Gupta"", ""other""], [""Ms. Madhvi Naresh"", ""other""], [""DEIAGRA"", ""other""]]",2017,DEIAGRA
"Matches: [[""Prof. Chris French"", ""Chris French""], [""Dr. Louise Horsfall"", ""Louise Horsfall""], [""Dr. Heather Barker"", ""other""], [""Miguel Cueva"", ""other""], [""Prof. Susan Rosser"", ""other""], [""Prof. Peter Swain"", ""other""], [""Dr. Andrew Bunting"", ""other""], [""Dr. Patrick Cai"", ""other""], [""Dr. Jane Calvert"", ""other""], [""Dr. Wei Liu"", ""other""], [""Dr. Filippo Menolascina"", ""other""], [""Dr. Christine Merrick"", ""other""], [""Sebastian Jaramillo-Riveri"", ""other""], [""Chris Mellingwood"", ""other""], [""Dr. Dariusz Abramczyk"", ""other""], [""Marcos Valenzuela Ortega"", ""other""], [""Paulina Kanigowska"", ""other""], [""Felipe A. Millacura"", ""other""], [""Andreas Andreou"", ""other""], [""Zsoka"", ""Zsoka Halaszova""], [""Teri"", ""Teri Cheng""], [""Ted"", ""other""], [""Jack"", ""Jack T. Suitor""], [""Helena"", ""Helena Scullion""], [""Nuoya"", ""Nuoya Chen""], [""Pepe"", ""other""], [""Joe"", ""Joseph Revams""], [""Cynthia"", ""other""], [""Mihai"", ""Mihai Ciobanu""], [""Andrea Belotti"", ""other""], [""John Smith"", ""other""], [""Emily Chen"", ""other""], [""Sarah Johnson"", ""other""], [""David Thompson"", ""other""], [""Edinburgh UG"", ""other""]]",2017,Edinburgh_UG
"Matches: [[""Bingquan Liang"", ""BingQuan Liang""], [""Jinpeng Chen"", ""JinPeng Chen""], [""Abigail Liu"", ""other""], [""Zhigang Feng"", ""Feng zhigang""], [""Honglei Jin"", ""Honglei Jin""], [""GZHS-United"", ""other""], [""Qianqi Liu"", ""other""], [""Wuanxuan Jin"", ""Wanxuan Jin""], [""Wang Rong"", ""Rong Wang""], [""Guangdong Country Garden School"", ""other""], [""Guangdong Experimental High School"", ""other""], [""Shunde Country Garden"", ""other""], [""Times Rose Garden"", ""other""], [""Bright New World Garden"", ""other""]]",2017,GZHS-United
"matches: [[""HUST-China"", ""other""], [""Manman Xia"", ""Xia Manman""], [""Shaofeng Liao"", ""other""], [""Kangyuan Yu"", ""kangyuan yu""], [""Nan Hu"", ""Hu Nan""], [""Tongtong Zhu"", ""other""], [""Wenjing Li"", ""other""], [""Professor Yunjun Yan"", ""Yunjun Yan""], [""Professor Kang Ning"", ""Kang Ning""], [""Dr Yi Zhan"", ""Yi Zhan""], [""Dr Zhiming Hu"", ""other""], [""Dr Wu Liu"", ""other""], [""Dr Guanlin Li"", ""other""], [""Dr Xuxia Wang"", ""other""], [""Dr Kai Li"", ""Kai Kang""], [""Dr Jianhua Wang"", ""other""], [""Dr Qinghua Zhou"", ""other""], [""Xingrong Fang"", ""other""], [""Xingfeng Han"", ""other""], [""Fei Wang"", ""other""], [""Yangge Qiao"", ""other""]]",2017,HUST-China
"[[""Yingxuan Tan"", ""other""], [""Yuheng Dai"", ""Dai Yuheng""], [""Yaoting Gui"", ""other""], [""Fangting Zhang"", ""other""], [""Xinbo Huang"", ""other""], [""Xiaomin Luo"", ""other""], [""Minghua Li"", ""other""], [""Chengle Zhuang"", ""other""], [""Ruibing Xu"", ""Xu RuiBing""], [""Yiqiu Zhang"", ""YIQIU ZHANG""], [""Zixin Huang"", ""Zhixin Huang""], [""Shenzhen SFLS"", ""other""], [""Yaduo Zhang"", ""other""], [""Professor Yaoting Gui"", ""other""], [""Professor Fangting Zhang"", ""other""], [""Mr. Xinbo Huang"", ""other""], [""Mr. Chengle Zhuang"", ""other""], [""Mr. Xiaomin Luo"", ""other""], [""Mr. Minghua Li"", ""other""], [""Jiahong Tang"", ""other""], [""Peilin Li"", ""Peilin LI""], [""Weijun Yang"", ""other""], [""Sangon Biotech"", ""other""], [""Beijing Syngentech Co. LTD"", ""other""], [""Haoqian Zhang"", ""other""], [""Dr. Zheng"", ""other""], [""Dr. Cheng"", ""other""], [""Claudia C.Agnew"", ""other""], [""NOVA"", ""other""], [""Hairui Li"", ""other""], [""Yao xi Chen"", ""other""], [""Zhen yu Chen"", ""other""]]",2017,Shenzhen_SFLS
"matches: [[""University of Southern Denmark"", ""other""], [""HTML5 UP"", ""other""], [""Dr. John Peter Gergen"", ""J. Peter Gergen""], [""Dr. Jarrod French"", ""Jarrod French""], [""Dr. Gabor Balazsi"", ""Gabor Balazsi""], [""Dr. Steven Glynn"", ""Steven Glynn""], [""Dr. Joshua Rest"", ""Joshua Rest""], [""Dr. Marvel O' Neal"", ""other""], [""Nancy Black"", ""other""], [""Mary Bernero"", ""other""], [""Dr. Sangeet Honey"", ""other""], [""Dr. Sharon Nachman"", ""other""], [""Dr. Steven Galson"", ""other""], [""former Stony Brook iGEM members"", ""other""], [""Geneious"", ""other""], [""SnapGene"", ""other""], [""Amgen"", ""other""], [""Contract Pharmacal Corp"", ""other""], [""Enzo"", ""other""], [""TrueTox Laboratories"", ""other""], [""Ali Syed"", ""Syed Ali""]]",2017,Stony_Brook
"Matches: [[""Logan Jahnke"", ""other""], [""University of Georgia iGEM Team"", ""other""], [""Dr. Brian Kvitko"", ""Brian Kvitko""], [""Amy Smith"", ""other""], [""Dr. William B. Whitman"", ""William B. Whitman""], [""Dr. Jia-Sheng Wang"", ""other""], [""Benjamin Park"", ""Ben Park""], [""Arjun Bhatt"", ""other""]]",2017,UGA-Georgia
"Matches: [[""Qianjing Jiang"", ""Qianjin Jiang""], [""Zhanyu Wang"", ""ZhanYu Wang""], [""Chulong Zhang"", ""other""], [""ZJU-China"", ""other""], [""Professor Chulong Zhang"", ""other""], [""Professor Xiaohong Liu"", ""other""], [""Professor Jianxiang Wu"", ""other""], [""Doctor Fangliang Huang"", ""other""], [""Professor Liqun Zhang"", ""other""], [""Doctor Siwei Li"", ""other""], [""Director Cao"", ""other""], [""Professor Ming Chen"", ""Ming Chen""], [""GenScript"", ""other""]]",2017,ZJU-China
