member,activity,team,year,page,chunk_id
Dominika Pelegrinova,stepped in anywhere in molecular biology where required and worked on making cell lysates for our enzyme characterisation,Edinburgh,2015,Team:Edinburgh#Attributions_-_-_TEXT.html,0
Brooke Rothschild-Mancinelli,designed and created the 71 biobricks and assisted in the InterLab study,Edinburgh,2015,Team:Edinburgh#Attributions_-_-_TEXT.html,0
NEFU_China 2015 team,funding from Northeast Forestry University,NEFU_China,2015,Team:NEFU China#Attributions_-_-_TEXT.html,1
NEFU_China 2015 team,"funding from College of Life Science, Northeast Forestry University",NEFU_China,2015,Team:NEFU China#Attributions_-_-_TEXT.html,1
NEFU_China 2015 team,"funding from College of Forestry, Northeast Forestry University",NEFU_China,2015,Team:NEFU China#Attributions_-_-_TEXT.html,1
NEFU_China 2015 team,"funding from College of Science, Northeast Forestry University",NEFU_China,2015,Team:NEFU China#Attributions_-_-_TEXT.html,1
NEFU_China 2015 team,use of laboratory space from Discipline of Developmental Biology,NEFU_China,2015,Team:NEFU China#Attributions_-_-_TEXT.html,1
NEFU_China 2015 team,access to laboratory equipment from Discipline of Developmental Biology,NEFU_China,2015,Team:NEFU China#Attributions_-_-_TEXT.html,1
NEFU_China 2015 team,guidance from Discipline of Developmental Biology,NEFU_China,2015,Team:NEFU China#Attributions_-_-_TEXT.html,1
NEFU_China 2015 team,improvement guidance from five instructors,NEFU_China,2015,Team:NEFU China#Attributions_-_-_TEXT.html,1
NEFU_China 2015 team,final presentation guidance from five instructors,NEFU_China,2015,Team:NEFU China#Attributions_-_-_TEXT.html,1
NEFU_China 2015 team,"help in designing wiki template from Wuhan wonmay web service Co.,Ltd",NEFU_China,2015,Team:NEFU China#Attributions_-_-_TEXT.html,1
NEFU_China 2015 team,assistance in improving online platform from team NUDT-China,NEFU_China,2015,Team:NEFU China#Attributions_-_-_TEXT.html,1
NEFU_China 2015 team,help from previous iGERMers for sharing experience and suggestions,NEFU_China,2015,Team:NEFU China#Attributions_-_-_TEXT.html,1
Flight iGEM,Generated by Flight iGEM,NEFU_China,2015,Team:NEFU China#Team_-_-_TEXT.html,2
Kostya Borisov,molecular biology lab experience,Pitt,2015,Team:Pitt#Team_-_-_TEXT.html,3
Robert Donahoe,learn more about synthetic biology,Pitt,2015,Team:Pitt#Team_-_-_TEXT.html,3
Garrett Green,learn about genetic engineering,Pitt,2015,Team:Pitt#Team_-_-_TEXT.html,3
Alexander Szul,broader perspective on different fields of science,Pitt,2015,Team:Pitt#Team_-_-_TEXT.html,3
Apurva Patil,expand knowledge in synthetic biology,Pitt,2015,Team:Pitt#Team_-_-_TEXT.html,3
Dr. Jason Lohmueller,participated in iGEM teams in the past,Pitt,2015,Team:Pitt#Team_-_-_TEXT.html,3
Dr. Alex Deiters,"research interests in Synthetic Chemistry, Chemical Biology, and Synthetic Biology",Pitt,2015,Team:Pitt#Team_-_-_TEXT.html,3
Dr. Hanna Salman,studies biophysics,Pitt,2015,Team:Pitt#Team_-_-_TEXT.html,3
Dr. Jason Lohmueller,Provided the team with project support and advice,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
Dr. Jason Lohmueller,"Taught the majority of the lab techniques used during the course of the competition, as well as provided advice on the remaining techniques",Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
Dr. Jason Lohmueller,Helped bring iGEM to Pitt!,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
Dr. Alex Deiters,Provided advice at all stages of the project,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
Dr. Alex Deiters,Contributed useful feedback and critique of data collection,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
Dr. Alex Deiters,Aided with obtaining supplies and chemicals from commercial sources,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
Dr. Alex Deiters,Supplied numerous chemicals and supplies on short notice,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
Dr. Hanna Salman,Generously provided lab space,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
Dr. Hanna Salman,Provided supplies and chemicals,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
Dr. Hanna Salman,Aided with lab equipment usage,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
Dr. Sanjeev Shroff,Gathered funding from various university sources,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
Dr. Sanjeev Shroff,Took care of logistics of forming a university team,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
Dr. Sanjeev Shroff,Provided generous funding from the Bioengineering Department at the Swanson School of Engineering,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
Dr. Cheryl Telmer,DNA donations,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
Dr. Cheryl Telmer,The iGEM repository,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
Integrated DNA Technologies,Special thanks to Keith Pardee and the Collins Lab at MIT for supplying many plasmids from the paper which inspired our work!,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
Ms. Alicia Kemp,Thanks and acknowledgements for all other people involved in helping make a successful iGEM team!,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
Dr. Cheryl Telmer,Thanks and acknowledgements for all other people involved in helping make a successful iGEM team!,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
Brian Lupish,Thanks and acknowledgements for all other people involved in helping make a successful iGEM team!,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
Tatyana Yatsenko,Thanks and acknowledgements for all other people involved in helping make a successful iGEM team!,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
University of Pittsburgh's Office of the Provost,Generous funding,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
The Swanson School of Engineering,Generous funding,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
The Department of Bioengineering,Generous funding,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
The Department of the Biological Sciences,Generous funding,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
The Department of Chemical & Petroleum Engineering,Generous funding,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
The Department of Chemistry,Generous funding,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
The Department of Electrical & Computer Engineering,Generous funding,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
Dr.S.Iyyapan,assisted us in cloning strategies,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
Dr.Sulochana Somasundaram,provided us all the amenities whenever required,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
Mr.Arul,provided us with the chemicals and glasswares when needed,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
Mrs.AmirthaPrabha,provided us with the chemicals and glasswares when needed,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
Mr.Arun,aided us with additional chemicals whenever required during the course of our project,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
Integrated Device Technology (IDT) company,aided us by delivering all the G-Blocks included in our project on time,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
Priority Life sciences company,provided us the Primers required,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
Synergy Biotechnologies company,provided us the Enzymes required,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
SRM University,provided Pseudomonas aeruginosa strains and Escherichia coli BL21 strains,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
Mr.T.Ilavarasu,was supportive by accompanying us during night stays in our college,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
MrG.Satish Kumar,was supportive by accompanying us during night stays in our college,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
Mr.J.Hariharan,was supportive by accompanying us during night stays in our college,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
Mr.P.K. Praveen Kumar,was supportive by accompanying us during night stays in our college,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
Mrs.N.Kanagam,was supportive by accompanying us during night stays in our college,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
Mr. Neelavanan Natraj,provided timely support to our team in all the shipping procedures,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
Mr. Benjamin,provided timely support to our team in all the shipping procedures,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
Mr. Rajeev Sharma,provided timely support to our team in all the shipping procedures,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
P.S.S Lakshmi,provided timely support to our team in all the shipping procedures,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
K.Manikandan,designed our team's official banner,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
Mr.Murugavel,provided support regarding funding,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
BioKlone,provided advice regarding clinical trials and future prospects of our project,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
BrioBliss,provided advice regarding clinical trials and future prospects of our project,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
Dr. M. Sivanandham,helped in finalizing our project idea,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
Dr.Nalinkanth V. Ghone,helped in finalizing our project idea,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
Abraham,designed the website,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
Aakash Kumar,provided technical support for uploading our documentation into our website,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
Abhishek Chakraborty,Lab Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Aidan Kahng,Lab Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Andrew Rim,Lab Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Anthony Kang,Lab Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Caroline Zhang,Lab Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Catherine Jung,Lab Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Gitanjali Multani,Lab Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Jonathan Wang,Lab Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Madeline Song,Lab Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Nathan Lian,Lab Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Patricia Ouyang,Lab Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Priyanka Multani,Lab Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Dane Malangone,Lab Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Abishek Chozhan,Website Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Edric Xiang,Website Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Abhishek Chakraborty,Poster Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Daniel Rim,Poster Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Gitanjali Multani,Poster Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Jodie Hoh,Poster Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Jonathan Kuo,Poster Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Nathan Rim,Poster Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Priyanka Multani,Poster Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Rachel Lian,Poster Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Alice Jin,Human Practices Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Anthony Kang,Human Practices Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Caroline Zhang,Human Practices Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Edric Xiang,Human Practices Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Nathan Lian,Human Practices Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Professor Simpson Joseph,The Joseph Lab,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Bryan Arias,The Joseph Lab,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Xinying Shi,The Joseph Lab,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Aaron Ward,The Joseph Lab,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Krista Trappl,The Joseph Lab,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Youssi Athar,The Joseph Lab,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Reeta,The Joseph Lab,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Dr. Shulei Sun,"University of California, San Diego",TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Dr. Philip Weyman,J. Craig Venter Institute,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Spencer Scott,The Hasty Lab,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
Cecilie Cetti Hansen,helped with the lab work and wiki design,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
Josephine Schrøder,advice on experimental design and provided lab and office space,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
Anna Holzwarth,helped with experimental design and provided protocols for PCR and purification of DNA,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
Nanna Heinz,guided the team from the start and provided help with outreach and funding,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
Will Wright,advice and guidance throughout the project,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
Brian King,moss guru and spare time space enthusiast,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
Kamil Bąkowski,gave feedback and provided supervision,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
Maya Bonde,"helped with homepage, posters, connections, finances, coordination, arrangements",UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
Björn Hamberger,iGEM project leader and expert in terpenoids,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
Morten Bo Madsen,scientific advisor on Mars-related topics,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
Henrik Toft Simonsen,provided advice and support on sesquiterpenoids production in moss,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
Asmus Koefoed,guided the team in using the Jens-Martin Mars-Chamber and brainstorming experiments,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
Christine Fabricius,designed the team's logo,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
Hansol Bae,helped with moss transformation and generating new ideas,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
Johanne Holm,artist behind the SpaceMoss comic,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
Tobias Wagner,helped with arduino software and hardware,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
Carl Erik Olsen,ran LC-MS on moss samples,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
Britta Hamberger,provided general help and knowledge of material locations,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
Nikolaj Lervad Hansen,helped with extraction of plant material,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
Dr James Chong,supervisor,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Dr Gavin Thomas,supervisor,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Dr Alison Parkin,supervisor,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Professor Maggie Smith,supervisor,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Sophie Rugg,advisor,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Rachael Evans,advisor,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Henry Nicholls,advisor,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Joseph Tresise,advisor,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Erin Cullen,advisor,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Robyn Whiting,advisor,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Nicola Charlton,Teaching Lab staff,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Dr Jen Dyson,Teaching Lab staff,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Nikki Begg,Teaching Lab staff,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Sam Farrell,Teaching Lab staff,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Andrea Bowen,Teaching Lab staff,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Dr Adrian Harrrison,Outreach support,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Professor Norman Maitland,microscopy and flow cytometry support,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Dr Peter O’Toole,microscopy and flow cytometry support,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Dr Daniela Barilla,imaging reagents provider,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Dr Pedro Aguiar,NMR experiments support,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Emma Rand,statistical analysis assistance,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Dr Jamie Wood,modeling instruction,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Kazuki Iizuka,modeling instruction,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Daniel Upton,polyphosphate assay advice,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Phil Roberts,graphic design officer,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Louise Lindgren,Biology Supplies and Goods Services staff,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Andrew Collingwood,Biology Supplies and Goods Services staff,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Martin Hardgrave,Biology Supplies and Goods Services staff,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Dr Jay Keasling,plasmids provider,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Eva Pan,plasmids provider,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Richard Harris,plasmids provider,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Anthony Hammersley,venue provider,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Margaret Hammersley,venue provider,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Maria Pickard,discussion venue provider,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
The Rev’d Dr David Efird,discussion group host,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Lesley Rudolf,workshop venue provider,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Jayne Brotherton,talk venue provider,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Thomas Sheldon-Baker,flight booking,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
Ivan Gyulev,responsible for synthetic construct design of project,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Ivan Gyulev,managed dry lab research,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Ivan Gyulev,planning project with team,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Ivan Gyulev,designing parts,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Ivan Gyulev,ordering primers for team,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Ivan Gyulev,led molecular biology team in research,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Ivan Gyulev,building BioBrick devices,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Liz Alexianu,worked on dry and wet lab aspects of project,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Liz Alexianu,participated in outreach activities,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Liz Alexianu,managed team's social media accounts,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Liz Alexianu,team collaborations,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Liz Alexianu,worked in molecular biology team,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Liz Alexianu,mini-prepping plasmids,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Liz Alexianu,nanodropping samples,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Liz Alexianu,running gels,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Liz Alexianu,uploading content to wiki,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Liz Alexianu,designing poster for Giant Jamboree,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Clare Draper,worked on research and lab work,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Clare Draper,organising travel to Boston,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Clare Draper,securing sponsorships,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Clare Draper,maintaining supplies for lab,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Clare Draper,general budgeting,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Clare Draper,involved with outreach,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Clare Draper,presented project at Giant Jamboree,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Matt Higgins,specialised in phosphate assay,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Matt Higgins,specialised in business plan,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Matt Higgins,designed phosphate measurement experiments,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Matt Higgins,wrote team's business plan,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Matt Higgins,participated in dry lab research,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Mat Milner,guided phosphate and growth assay teams,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Mat Milner,scheduled plate reader experiments,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Mat Milner,managed overnight cultures,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Mat Milner,analysed data for project,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Mat Milner,worked on project model,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Mat Milner,participated in dry lab research,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Adam Brain,worked on dry lab research,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Adam Brain,worked with growth assay team,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Adam Brain,designed wiki template,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Adam Brain,formatted wiki content,York,2015,Team:York#Attributions_-_-_TEXT.html,12
Adam Brain,worked on project modeling,York,2015,Team:York#Attributions_-_-_TEXT.html,12
