,member,activity,team,year,page,chunk_id
36,Kostya Borisov,molecular biology lab experience,Pitt,2015,Team:Pitt#Team_-_-_TEXT.html,3
37,Robert Donahoe,learn more about synthetic biology,Pitt,2015,Team:Pitt#Team_-_-_TEXT.html,3
38,Garrett Green,learn about genetic engineering,Pitt,2015,Team:Pitt#Team_-_-_TEXT.html,3
39,Alexander Szul,broader perspective on different fields of science,Pitt,2015,Team:Pitt#Team_-_-_TEXT.html,3
40,Apurva Patil,expand knowledge in synthetic biology,Pitt,2015,Team:Pitt#Team_-_-_TEXT.html,3
41,Dr. Jason Lohmueller,participated in iGEM teams in the past,Pitt,2015,Team:Pitt#Team_-_-_TEXT.html,3
42,Dr. Alex Deiters,"research interests in Synthetic Chemistry, Chemical Biology, and Synthetic Biology",Pitt,2015,Team:Pitt#Team_-_-_TEXT.html,3
43,Dr. Hanna Salman,studies biophysics,Pitt,2015,Team:Pitt#Team_-_-_TEXT.html,3
44,Dr. Jason Lohmueller,Provided the team with project support and advice,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
45,Dr. Jason Lohmueller,"Taught the majority of the lab techniques used during the course of the competition, as well as provided advice on the remaining techniques",Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
46,Dr. Jason Lohmueller,Helped bring iGEM to Pitt!,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
47,Dr. Alex Deiters,Provided advice at all stages of the project,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
48,Dr. Alex Deiters,Contributed useful feedback and critique of data collection,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
49,Dr. Alex Deiters,Aided with obtaining supplies and chemicals from commercial sources,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
50,Dr. Alex Deiters,Supplied numerous chemicals and supplies on short notice,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
51,Dr. Hanna Salman,Generously provided lab space,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
52,Dr. Hanna Salman,Provided supplies and chemicals,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
53,Dr. Hanna Salman,Aided with lab equipment usage,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
54,Dr. Sanjeev Shroff,Gathered funding from various university sources,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
55,Dr. Sanjeev Shroff,Took care of logistics of forming a university team,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
56,Dr. Sanjeev Shroff,Provided generous funding from the Bioengineering Department at the Swanson School of Engineering,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
57,Dr. Cheryl Telmer,DNA donations,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
58,Dr. Cheryl Telmer,The iGEM repository,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
59,Integrated DNA Technologies,Special thanks to Keith Pardee and the Collins Lab at MIT for supplying many plasmids from the paper which inspired our work!,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
60,Ms. Alicia Kemp,Thanks and acknowledgements for all other people involved in helping make a successful iGEM team!,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
61,Dr. Cheryl Telmer,Thanks and acknowledgements for all other people involved in helping make a successful iGEM team!,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
62,Brian Lupish,Thanks and acknowledgements for all other people involved in helping make a successful iGEM team!,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
63,Tatyana Yatsenko,Thanks and acknowledgements for all other people involved in helping make a successful iGEM team!,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
64,University of Pittsburgh's Office of the Provost,Generous funding,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
65,The Swanson School of Engineering,Generous funding,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
66,The Department of Bioengineering,Generous funding,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
67,The Department of the Biological Sciences,Generous funding,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
68,The Department of Chemical & Petroleum Engineering,Generous funding,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
69,The Department of Chemistry,Generous funding,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
70,The Department of Electrical & Computer Engineering,Generous funding,Pitt,2015,Team:Pitt#Attributions_-_-_TEXT.html,4
71,Dr.S.Iyyapan,assisted us in cloning strategies,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
72,Dr.Sulochana Somasundaram,provided us all the amenities whenever required,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
73,Mr.Arul,provided us with the chemicals and glasswares when needed,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
74,Mrs.AmirthaPrabha,provided us with the chemicals and glasswares when needed,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
75,Mr.Arun,aided us with additional chemicals whenever required during the course of our project,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
76,Integrated Device Technology (IDT) company,aided us by delivering all the G-Blocks included in our project on time,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
77,Priority Life sciences company,provided us the Primers required,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
78,Synergy Biotechnologies company,provided us the Enzymes required,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
79,SRM University,provided Pseudomonas aeruginosa strains and Escherichia coli BL21 strains,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
80,Mr.T.Ilavarasu,was supportive by accompanying us during night stays in our college,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
81,MrG.Satish Kumar,was supportive by accompanying us during night stays in our college,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
82,Mr.J.Hariharan,was supportive by accompanying us during night stays in our college,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
83,Mr.P.K. Praveen Kumar,was supportive by accompanying us during night stays in our college,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
84,Mrs.N.Kanagam,was supportive by accompanying us during night stays in our college,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
85,Mr. Neelavanan Natraj,provided timely support to our team in all the shipping procedures,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
86,Mr. Benjamin,provided timely support to our team in all the shipping procedures,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
87,Mr. Rajeev Sharma,provided timely support to our team in all the shipping procedures,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
88,P.S.S Lakshmi,provided timely support to our team in all the shipping procedures,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
89,K.Manikandan,designed our team's official banner,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
90,Mr.Murugavel,provided support regarding funding,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
91,BioKlone,provided advice regarding clinical trials and future prospects of our project,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
92,BrioBliss,provided advice regarding clinical trials and future prospects of our project,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
93,Dr. M. Sivanandham,helped in finalizing our project idea,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
94,Dr.Nalinkanth V. Ghone,helped in finalizing our project idea,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
95,Abraham,designed the website,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
96,Aakash Kumar,provided technical support for uploading our documentation into our website,SVCE_Chennai,2015,Team:SVCE Chennai#Attributions_-_-_TEXT.html,5
97,Abhishek Chakraborty,Lab Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
98,Aidan Kahng,Lab Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
99,Andrew Rim,Lab Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
100,Anthony Kang,Lab Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
101,Caroline Zhang,Lab Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
102,Catherine Jung,Lab Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
103,Gitanjali Multani,Lab Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
104,Jonathan Wang,Lab Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
105,Madeline Song,Lab Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
106,Nathan Lian,Lab Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
107,Patricia Ouyang,Lab Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
108,Priyanka Multani,Lab Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
109,Dane Malangone,Lab Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
110,Abishek Chozhan,Website Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
111,Edric Xiang,Website Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
112,Abhishek Chakraborty,Poster Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
113,Daniel Rim,Poster Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
114,Gitanjali Multani,Poster Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
115,Jodie Hoh,Poster Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
116,Jonathan Kuo,Poster Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
117,Nathan Rim,Poster Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
118,Priyanka Multani,Poster Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
119,Rachel Lian,Poster Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
120,Alice Jin,Human Practices Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
121,Anthony Kang,Human Practices Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
122,Caroline Zhang,Human Practices Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
123,Edric Xiang,Human Practices Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
124,Nathan Lian,Human Practices Team,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
125,Professor Simpson Joseph,The Joseph Lab,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
126,Bryan Arias,The Joseph Lab,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
127,Xinying Shi,The Joseph Lab,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
128,Aaron Ward,The Joseph Lab,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
129,Krista Trappl,The Joseph Lab,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
130,Youssi Athar,The Joseph Lab,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
131,Reeta,The Joseph Lab,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
132,Dr. Shulei Sun,"University of California, San Diego",TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
133,Dr. Philip Weyman,J. Craig Venter Institute,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
134,Spencer Scott,The Hasty Lab,TP_CC-SanDiego,2015,Team:TP CC-SanDiego#Attributions_-_-_TEXT.html,8
135,Cecilie Cetti Hansen,helped with the lab work and wiki design,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
136,Josephine Schrøder,advice on experimental design and provided lab and office space,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
137,Anna Holzwarth,helped with experimental design and provided protocols for PCR and purification of DNA,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
138,Nanna Heinz,guided the team from the start and provided help with outreach and funding,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
139,Will Wright,advice and guidance throughout the project,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
140,Brian King,moss guru and spare time space enthusiast,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
141,Kamil Bąkowski,gave feedback and provided supervision,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
142,Maya Bonde,"helped with homepage, posters, connections, finances, coordination, arrangements",UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
143,Björn Hamberger,iGEM project leader and expert in terpenoids,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
144,Morten Bo Madsen,scientific advisor on Mars-related topics,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
145,Henrik Toft Simonsen,provided advice and support on sesquiterpenoids production in moss,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
146,Asmus Koefoed,guided the team in using the Jens-Martin Mars-Chamber and brainstorming experiments,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
147,Christine Fabricius,designed the team's logo,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
148,Hansol Bae,helped with moss transformation and generating new ideas,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
149,Johanne Holm,artist behind the SpaceMoss comic,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
150,Tobias Wagner,helped with arduino software and hardware,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
151,Carl Erik Olsen,ran LC-MS on moss samples,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
152,Britta Hamberger,provided general help and knowledge of material locations,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
153,Nikolaj Lervad Hansen,helped with extraction of plant material,UNIK_Copenhagen,2015,Team:UNIK Copenhagen#Attributions_-_-_TEXT.html,10
154,Dr James Chong,supervisor,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
155,Dr Gavin Thomas,supervisor,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
156,Dr Alison Parkin,supervisor,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
157,Professor Maggie Smith,supervisor,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
158,Sophie Rugg,advisor,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
159,Rachael Evans,advisor,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
160,Henry Nicholls,advisor,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
161,Joseph Tresise,advisor,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
162,Erin Cullen,advisor,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
163,Robyn Whiting,advisor,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
164,Nicola Charlton,Teaching Lab staff,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
165,Dr Jen Dyson,Teaching Lab staff,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
166,Nikki Begg,Teaching Lab staff,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
167,Sam Farrell,Teaching Lab staff,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
168,Andrea Bowen,Teaching Lab staff,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
169,Dr Adrian Harrrison,Outreach support,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
170,Professor Norman Maitland,microscopy and flow cytometry support,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
171,Dr Peter O’Toole,microscopy and flow cytometry support,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
172,Dr Daniela Barilla,imaging reagents provider,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
173,Dr Pedro Aguiar,NMR experiments support,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
174,Emma Rand,statistical analysis assistance,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
175,Dr Jamie Wood,modeling instruction,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
176,Kazuki Iizuka,modeling instruction,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
177,Daniel Upton,polyphosphate assay advice,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
178,Phil Roberts,graphic design officer,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
179,Louise Lindgren,Biology Supplies and Goods Services staff,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
180,Andrew Collingwood,Biology Supplies and Goods Services staff,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
181,Martin Hardgrave,Biology Supplies and Goods Services staff,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
182,Dr Jay Keasling,plasmids provider,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
183,Eva Pan,plasmids provider,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
184,Richard Harris,plasmids provider,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
185,Anthony Hammersley,venue provider,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
186,Margaret Hammersley,venue provider,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
187,Maria Pickard,discussion venue provider,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
188,The Rev’d Dr David Efird,discussion group host,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
189,Lesley Rudolf,workshop venue provider,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
190,Jayne Brotherton,talk venue provider,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
191,Thomas Sheldon-Baker,flight booking,York,2015,Team:York#Acknowledgements_-_-_TEXT.html,11
192,Ivan Gyulev,responsible for synthetic construct design of project,York,2015,Team:York#Attributions_-_-_TEXT.html,12
193,Ivan Gyulev,managed dry lab research,York,2015,Team:York#Attributions_-_-_TEXT.html,12
194,Ivan Gyulev,planning project with team,York,2015,Team:York#Attributions_-_-_TEXT.html,12
195,Ivan Gyulev,designing parts,York,2015,Team:York#Attributions_-_-_TEXT.html,12
196,Ivan Gyulev,ordering primers for team,York,2015,Team:York#Attributions_-_-_TEXT.html,12
197,Ivan Gyulev,led molecular biology team in research,York,2015,Team:York#Attributions_-_-_TEXT.html,12
198,Ivan Gyulev,building BioBrick devices,York,2015,Team:York#Attributions_-_-_TEXT.html,12
199,Liz Alexianu,worked on dry and wet lab aspects of project,York,2015,Team:York#Attributions_-_-_TEXT.html,12
200,Liz Alexianu,participated in outreach activities,York,2015,Team:York#Attributions_-_-_TEXT.html,12
201,Liz Alexianu,managed team's social media accounts,York,2015,Team:York#Attributions_-_-_TEXT.html,12
202,Liz Alexianu,team collaborations,York,2015,Team:York#Attributions_-_-_TEXT.html,12
203,Liz Alexianu,worked in molecular biology team,York,2015,Team:York#Attributions_-_-_TEXT.html,12
204,Liz Alexianu,mini-prepping plasmids,York,2015,Team:York#Attributions_-_-_TEXT.html,12
205,Liz Alexianu,nanodropping samples,York,2015,Team:York#Attributions_-_-_TEXT.html,12
206,Liz Alexianu,running gels,York,2015,Team:York#Attributions_-_-_TEXT.html,12
207,Liz Alexianu,uploading content to wiki,York,2015,Team:York#Attributions_-_-_TEXT.html,12
208,Liz Alexianu,designing poster for Giant Jamboree,York,2015,Team:York#Attributions_-_-_TEXT.html,12
209,Clare Draper,worked on research and lab work,York,2015,Team:York#Attributions_-_-_TEXT.html,12
210,Clare Draper,organising travel to Boston,York,2015,Team:York#Attributions_-_-_TEXT.html,12
211,Clare Draper,securing sponsorships,York,2015,Team:York#Attributions_-_-_TEXT.html,12
212,Clare Draper,maintaining supplies for lab,York,2015,Team:York#Attributions_-_-_TEXT.html,12
213,Clare Draper,general budgeting,York,2015,Team:York#Attributions_-_-_TEXT.html,12
214,Clare Draper,involved with outreach,York,2015,Team:York#Attributions_-_-_TEXT.html,12
215,Clare Draper,presented project at Giant Jamboree,York,2015,Team:York#Attributions_-_-_TEXT.html,12
216,Matt Higgins,specialised in phosphate assay,York,2015,Team:York#Attributions_-_-_TEXT.html,12
217,Matt Higgins,specialised in business plan,York,2015,Team:York#Attributions_-_-_TEXT.html,12
218,Matt Higgins,designed phosphate measurement experiments,York,2015,Team:York#Attributions_-_-_TEXT.html,12
219,Matt Higgins,wrote team's business plan,York,2015,Team:York#Attributions_-_-_TEXT.html,12
220,Matt Higgins,participated in dry lab research,York,2015,Team:York#Attributions_-_-_TEXT.html,12
221,Mat Milner,guided phosphate and growth assay teams,York,2015,Team:York#Attributions_-_-_TEXT.html,12
