member,matching,year,team
Wiktor Szymanski,other,2016,Groningen
Jan Kiel,other,2016,Groningen
Ger Telkamp,other,2016,Groningen
Luiza Morawska,other,2016,Groningen
Ard Jan Grimbergen,other,2016,Groningen
Lance Keller,other,2016,Groningen
janitors,other,2016,Groningen
Yue Sun,other,2016,Groningen
Peter Rauch,other,2016,Groningen
Erik Sikkema,other,2016,Groningen
Marco Wiering,other,2016,Groningen
Gordon Freeman,other,2016,Groningen
Marc van der Maarel,other,2016,Groningen
StackOverflow,other,2016,Groningen
ImageMagick,other,2016,Groningen
FFmpeg,other,2016,Groningen
Mom,other,2016,Groningen
Dad,other,2016,Groningen
Gerben Voshol,other,2016,Leiden
Paul de Raadt,other,2016,Leiden
Raymond Brandt,other,2016,Leiden
John D. Coates,other,2016,Leiden
Joost Willemse,other,2016,Leiden
Mark Arentshorst,other,2016,Leiden
Davy de Witt,other,2016,Leiden
Andre Kuipers,other,2016,Leiden
Ionica Smeets,other,2016,Leiden
Ype Driessen,other,2016,Leiden
Poppy Savenije,other,2016,Leiden
Wendy Persson,other,2016,Leiden
Annette Mullink,other,2016,Leiden
Michel Leseman,other,2016,Leiden
Barbara Brunnhuber,other,2016,Leiden
Thomas Dijkmans,other,2016,Leiden
Matthijs van der Kooij,other,2016,Leiden
Guus Borst,other,2016,Leiden
Hella van Leeuwen,other,2016,Leiden
Pedro Russo,other,2016,Leiden
Jack van Loon,other,2016,Leiden
Jos Frantzen,other,2016,Leiden
Zoe Seekles,other,2016,Leiden
Janna Horjus,other,2016,Leiden
Olga Crapels,other,2016,Leiden
Federico Muffatto,other,2016,Leiden
Adam Thomas,other,2016,Leiden
Nature Microbiology,other,2016,Leiden
Airbus Defence & Space Netherlands,other,2016,Leiden
Leiden University,other,2016,Leiden
Center for Human Drug Research,other,2016,Leiden
Sarstedt,other,2016,Leiden
DSM,other,2016,Leiden
BaseClear,other,2016,Leiden
Integrated DNA Technologies,other,2016,Leiden
Generade,other,2016,Leiden
Sigma-Aldrich,other,2016,Leiden
SnapGene,other,2016,Leiden
The European Space Agency,other,2016,Leiden
Molekula,other,2016,Leiden
New England BioLabs,other,2016,Leiden
Sjoerd Seekles,Sjoerd Johan Seekles,2016,Leiden
Lisanne Oosterhoud,Lisanne van Oosterhoud,2016,Leiden
Charlotte v.d. Velde,Charlotte van de Velde,2016,Leiden
school of life sciences of Nanjing University,other,2016,Nanjing-China
Prof. Jing Zhao's lab,Jing Zhao,2016,Nanjing-China
Prof. Jing Zhao,Jing Zhao,2016,Nanjing-China
Dr. Wei Wei,Wei Wei,2016,Nanjing-China
Jingwen Lin,Jing-wen Lin,2016,Nanjing-China
Shuangshuang Du,Du Shuangshuang,2016,Nanjing-China
Churong Xu,Xu Churong,2016,Nanjing-China
Wei Jin,Jin Wei,2016,Nanjing-China
Wei Jing,other,2016,Nanjing-China
ANG Shi Hui,Ang Shi Hui,2016,NUS_Singapore
CHOI Yan Ru,Choi Yan Ru,2016,NUS_Singapore
CHAN Man Yau Joseph,Chan Man Yau,2016,NUS_Singapore
Janice DARIKHO,Janice Darikho,2016,NUS_Singapore
HAN Ziyin,HAN ZIYIN,2016,NUS_Singapore
Priyanka KAMATH,Priyanka Kamath,2016,NUS_Singapore
Corey Bryen LINGAM,Corey Bryen Lingam,2016,NUS_Singapore
Keshiniy MADIVANNAN,Keshiniy Madivannan,2016,NUS_Singapore
WONG Chi Yan,Wong Chi Yan,2016,NUS_Singapore
YEAM Cheng Teng,Yeam Cheng Teng,2016,NUS_Singapore
Ms. NGUYEN Hoang Diem Phuong,Nguyen Hoang Diem Phuong,2016,NUS_Singapore
Ms. TAN Yi Han,Tan Yi Han,2016,NUS_Singapore
Professor Linda KENNEY,linda kenney,2016,NUS_Singapore
Dr Stuti DESAI,Stuti Desai,2016,NUS_Singapore
A/P Matthew CHANG,Matthew Chang,2016,NUS_Singapore
Dr WONG Choon Kit Adison,Adison Wong,2016,NUS_Singapore
A/P LIOU Yih-Cherng,Yih-Cherng Liou,2016,NUS_Singapore
Dr LIEU Zi Zhao Robert,Robert Zi Zhao,2016,NUS_Singapore
Mr. Andreas DEWANTO,Andreas Dewanto,2016,NUS_Singapore
Han Ziyin,HAN ZIYIN,2016,NUS_Singapore
National University of Singapore (NUS),other,2016,NUS_Singapore
Faculty of Science National University of Singapore,other,2016,NUS_Singapore
Dr. Chammika Udalagama,other,2016,NUS_Singapore
Dr. Linda Sellou,other,2016,NUS_Singapore
Dr. Lim Zhi Han,other,2016,NUS_Singapore
Mr. Elvin Koh Wei Chuan,other,2016,NUS_Singapore
Mr. Tan Jin Hui Max,other,2016,NUS_Singapore
Dr. Robert Lieu Zi Zhao,other,2016,NUS_Singapore
A/P Liou Yih-Cherng,other,2016,NUS_Singapore
A/P Matthew Chang Wook,other,2016,NUS_Singapore
Mr. Andreas Dewanto,other,2016,NUS_Singapore
Prof. Linda Kenney,other,2016,NUS_Singapore
Dr. Stuti Desai,other,2016,NUS_Singapore
Dr. Adison Wong Choon Kit,other,2016,NUS_Singapore
Ms. Tan Yi Han,other,2016,NUS_Singapore
Ms. Nguyen Hoang Diem Phuong,other,2016,NUS_Singapore
SPSingapore 2015,other,2016,NUS_Singapore
ETH_Zurich 2015,other,2016,NUS_Singapore
ETH_Zurich 2016,other,2016,NUS_Singapore
Melbourne 2016,other,2016,NUS_Singapore
Hong_Kong_HKUST 2016,other,2016,NUS_Singapore
Hong_Kong_HKU 2016,other,2016,NUS_Singapore
NTU-Singapore 2016,other,2016,NUS_Singapore
Ms. Yang Qiaoyun,other,2016,NUS_Singapore
Mr. He Yunsheng,other,2016,NUS_Singapore
Mr. Wang Chao,other,2016,NUS_Singapore
Mr. Tang Ning,other,2016,NUS_Singapore
iGEM Parts Registry,other,2016,NUS_Singapore
Integrated DNA Technologies (IDT),other,2016,NUS_Singapore
New England Biolabs (NEB),other,2016,NUS_Singapore
MathWorks,other,2016,NUS_Singapore
Andrea Belotti,other,2016,TU_Darmstadt
Laura,other,2016,TU_Darmstadt
team coordination and project management team,other,2016,TU_Darmstadt
Interdisciplinary exchange,other,2016,TU_Darmstadt
iGEM team,other,2016,TU_Darmstadt
iGEM Gottingen,other,2016,TU_Darmstadt
iGEM Aachen,other,2016,TU_Darmstadt
iGEM Texas at Austin,other,2016,TU_Darmstadt
iGEM Munich,other,2016,TU_Darmstadt
iGEM Dusseldorf,other,2016,TU_Darmstadt
iGEM Marburg,other,2016,TU_Darmstadt
Christian Surder,other,2016,TU_Darmstadt
Lutz Alfter,other,2016,TU_Darmstadt
Thomas Dohmen,other,2016,TU_Darmstadt
Alana Gouveia,Alana Stephanie Gouveia dos Santos Silva,2016,TU_Darmstadt
Franziska Hameister,Franzi Hameister,2016,TU_Darmstadt
Steven Pilger,Steven Dennis Pilger,2016,TU_Darmstadt
Bianca Reisinger,Kerstin Bianca Reisinger,2016,TU_Darmstadt
Inka Schroter,Inka Antonia Schroter,2016,TU_Darmstadt
Fabian Drywa,other,2016,TU_Darmstadt
dr. Dr. Budiman Bela  Sp.MK(K),Budiman Bela,2016,UI-Indonesia
Dr. Muhamad Sahlan  S.Si  M.Eng,Muhamad Sahlan,2016,UI-Indonesia
dr. Drs. Abinawanto  M.Si,Abinawanto Abinawanto,2016,UI-Indonesia
Prof. Drh. Wiku Bakti Bawono Adisasmito M.Sc.  Ph.D,other,2016,UI-Indonesia
Dr. Arry Yanwar  M.Si. Apt,other,2016,UI-Indonesia
Dian Nastiti  S.E.  Ak. M.Comm,Dian Nastiti,2016,UI-Indonesia
Dra. Wisni Bantarti  M.Kes,other,2016,UI-Indonesia
Adi Nugroho,adi nugroho harlianto,2016,UI-Indonesia
Amanda Fauzea,Amanda Fauzea Ghaisani,2016,UI-Indonesia
Faustina Martha,Faustina Prima Martha,2016,UI-Indonesia
Raka Bhaskara,I Gusti Ngurah Raka Bhaskara Wilaputraka,2016,UI-Indonesia
Ms. Aroem,other,2016,UI-Indonesia
Ms. Silvia,other,2016,UI-Indonesia
Ms. Sofy,other,2016,UI-Indonesia
Mr. Hartiyowidi,other,2016,UI-Indonesia
Ms. Ekawati,other,2016,UI-Indonesia
Ms. Gema,other,2016,UI-Indonesia
Mr. Heru,other,2016,UI-Indonesia
Ms. Qonita,other,2016,UI-Indonesia
Ms. Eleyna,other,2016,UI-Indonesia
Mr  Agung,other,2016,UI-Indonesia
Mr. Chirstian,other,2016,UI-Indonesia
Ms. Dian,other,2016,UI-Indonesia
Mr. Ibnu,other,2016,UI-Indonesia
Ms. Hana,other,2016,UI-Indonesia
BEM UI,other,2016,UI-Indonesia
27th Minister of Education and Culture of Indonesia  Mr. Anis Baswedan and wife,other,2016,UI-Indonesia
Adi Nugroho Harlianto  S. Ked,other,2016,UI-Indonesia
iGEM 2015 participant,other,2016,UI-Indonesia
Prof. dr. Zubairi Djoerban  Sp. PD-KHOM,other,2016,UI-Indonesia
Head of Indonesia AIDS Society Head of AIDS and STI Division at Ministry of Health Republic Indonesia,other,2016,UI-Indonesia
Dr. Ede Surya Darmawan  SKM  MDM,other,2016,UI-Indonesia
dr. Adi Sasongko  MA,other,2016,UI-Indonesia
English Debating Society Universitas Indonesia,other,2016,UI-Indonesia
Ms. Pris (alias name),other,2016,UI-Indonesia
School principal  teachers and staffs from SMPN 184 East Jakarta,other,2016,UI-Indonesia
Kantor Kelurahan Pekayon  Jakarta Timur (Pekayon Administrative Office),other,2016,UI-Indonesia
Students and residents around city of Depok  West Java,other,2016,UI-Indonesia
Street child workers (anak jalanan) around city of Bogor  West Java,other,2016,UI-Indonesia
Haryo Ksatrio Utomo  S.Sos  M.Si,other,2016,UI-Indonesia
Genta Tenri Mawangi  S.Hum,other,2016,UI-Indonesia
Widi K.S.,other,2016,UI-Indonesia
Mr. Cloud & Mr. Sand (alias name),other,2016,UI-Indonesia
Universitas Indonesia,other,2016,UI-Indonesia
Tanoto Foundation,other,2016,UI-Indonesia
PT Perta Daya Gas,other,2016,UI-Indonesia
AJB Bumiputera,other,2016,UI-Indonesia
PT Sriboga,other,2016,UI-Indonesia
PT Bioneer Indonesia,other,2016,UI-Indonesia
PT Asabri,other,2016,UI-Indonesia
PT Pertamina EP,other,2016,UI-Indonesia
PT Bank Permata,other,2016,UI-Indonesia
PT Chandra Asri Petrochemical,other,2016,UI-Indonesia
Professor Jiong Hong,Jiong Hong,2016,USTC
Dr. Dong Men and his team,other,2016,USTC
Ms. Dan Wu  PhD student of Jiong Hong's Lab,other,2016,USTC
Professor Haiyan Liu and his lab,Haiyan Liu,2016,USTC
Mr. Xiuhai Wang,other,2016,USTC
Ms. Qian Zhang,other,2016,USTC
Professor Suling Liu and her lab,other,2016,USTC
Professor Longping Wen,other,2016,USTC
Mr. Shanhui Liao  graduate of USTC,other,2016,USTC
Team USTC-Software,other,2016,USTC
Mr. Juntao Yu  leader of 2015 USTC-China,other,2016,USTC
NCKU,other,2016,USTC
Tianshu Liu,tianshu liu,2016,USTC
Yonghao Liang,YongHao Liang,2016,USTC
Chenyang Li,Chenyang LI,2016,USTC
Jinheng Han,other,2016,USTC
Yuan Du,other,2016,USTC
Bei shizhang,other,2016,USTC
Shi Yunyu,other,2016,USTC
professors,other,2016,USTC
undergraduate students,other,2016,USTC
graduate students,other,2016,USTC
PhD candidates,other,2016,USTC
graduated students,other,2016,USTC
doctoral dissertations,other,2016,USTC
Professor Liu Haiyan,Haiyan Liu,2016,USTC
Dr. Hong Jiong,Jiong Hong,2016,USTC
Mr. Yu Juntao,other,2016,USTC
Mr. Gao Yifan,other,2016,USTC
Mr. Liu Runze,other,2016,USTC
Mr. Li Zhi,other,2016,USTC
Western Library of USTC,other,2016,USTC
USTC-Software 2015,other,2016,USTC
iGEM HQ,other,2016,USTC
Jin Zida,other,2016,USTC
Wang Tao,other,2016,USTC
Han Haoyu,Haoyu Liu,2016,USTC
Zhang Qian,Chengle Zhang,2016,USTC
Wang Zibo,other,2016,USTC
Zheng Zihan,other,2016,USTC
Hu Tianyu,other,2016,USTC
Zhang Ke,other,2016,USTC
Guo Buming,other,2016,USTC
Wang Xinxin,other,2016,USTC
Jin Liying,other,2016,USTC
Zhang Yujie,other,2016,USTC
Huang Jiacan,other,2016,USTC
You Xuanke,other,2016,USTC
Zhao Yanbing,other,2016,USTC
Zhang Peijin,other,2016,USTC
Zhao Zirui,other,2016,USTC
Zhang Yixiao,other,2016,USTC
An Zeyu,other,2016,USTC
Wu Shuhao,other,2016,USTC
USTCIF,other,2016,USTC
USTC Teaching Affair Office,other,2016,USTC
School of Life Sciences,other,2016,USTC
NCBI,other,2016,USTC
Biobrick,other,2016,USTC
Tom Santangelo lab,Thomas Santangelo,2017,CSU_Fort_Collins
Christie Peeble's Lab,Christie A. M. Peebles,2017,CSU_Fort_Collins
Jacob Sebesta,other,2017,CSU_Fort_Collins
Claudia Gentry Weeks,Claudia Gentry-Weeks,2017,CSU_Fort_Collins
Tom Santangelo,Thomas Santangelo,2017,CSU_Fort_Collins
SLICE Office,other,2017,CSU_Fort_Collins
SLICE travel grant,other,2017,CSU_Fort_Collins
College of Engineering,other,2017,CSU_Fort_Collins
C2B2,other,2017,CSU_Fort_Collins
CSU's synthetic biology club,other,2017,CSU_Fort_Collins
Santangelo lab,Thomas Santangelo,2017,CSU_Fort_Collins
CSU Fort Collins,other,2017,CSU_Fort_Collins
Dalhousie,other,2017,Dalhousie
Angela Tsai,"Meng-Chiao, Tsai",2017,Dalhousie
Serena Drouillard,serena drouillard,2017,Dalhousie
Francis Rutledge,Francis Routledge,2017,Dalhousie
Landon Getz,Landon John Getz,2017,Dalhousie
Dr. Craig McCormick,Craig McCormick,2017,Dalhousie
Dr. John Rohde,John Rohde,2017,Dalhousie
Dr. Lois Murray,Lois Murray,2017,Dalhousie
Trevor Charles,other,2017,Dalhousie
Juigun Cheng,other,2017,Dalhousie
John Hiel,other,2017,Dalhousie
Melanie Dobson,other,2017,Dalhousie
Jason Leblanc,other,2017,Dalhousie
Hallam Lab,other,2017,Dalhousie
Morgan Langille,other,2017,Dalhousie
Andre Comeau,other,2017,Dalhousie
Jennifer Baechler,other,2017,Dalhousie
Abbey Martin,other,2017,Dalhousie
Paul Briggs,other,2017,Dalhousie
Heidi MacKinnon,other,2017,Dalhousie
Ryan Jameson,other,2017,Dalhousie
Steve Thurbide,other,2017,Dalhousie
Dalhousie Microbiology and Immunology Department,other,2017,Dalhousie
David Lloyd,other,2017,Dalhousie
Eddy Rubin,other,2017,Dalhousie
Port Hawkesbury Paper,other,2017,Dalhousie
Scott Doncaster,other,2017,Dalhousie
Grant MacKenzie,other,2017,Dalhousie
Bob MacDonald,other,2017,Dalhousie
Science Sam,other,2017,Dalhousie
Dan Falk,other,2017,Dalhousie
Catherine Reeves,other,2017,Dalhousie
Steven Snobelen,other,2017,Dalhousie
Dalhousie University Office of Advancement,other,2017,Dalhousie
Matt Curry,Matthew Curry,2017,Dalhousie
Zhenyu Cheng,other,2017,Dalhousie
Richard Singer,other,2017,Dalhousie
Department of Biotechnology  Ministry of Science and Technology  Government of India  New Delhi,other,2017,DEIAGRA
Dayalbagh Educational Institute Agra,other,2017,DEIAGRA
Integrated DNA Technologies (IDT),other,2017,DEIAGRA
Dr. Rajiv Ranjan,Rajiv Ranjan,2017,DEIAGRA
Ms. Dipinte Gupta,Dipinte Gupta,2017,DEIAGRA
Mrs. Mrinalini Prasad,Mrinalini Prasad,2017,DEIAGRA
Simran Singh,SIMRAN SINGH,2017,DEIAGRA
Naziya Parveen,Naziya parveen,2017,DEIAGRA
Richa,RICHA,2017,DEIAGRA
Kusum Dixit,KUSUM DIXIT,2017,DEIAGRA
Pragati Yadav,PRAGATI YADAV,2017,DEIAGRA
Shivi Kulshrestha,shivi kulshrestha,2017,DEIAGRA
Prof. Indranil Das Gupta,other,2017,DEIAGRA
Ms. Madhvi Naresh,other,2017,DEIAGRA
DEIAGRA,other,2017,DEIAGRA
Prof. Chris French,Chris French,2017,Edinburgh_UG
Dr. Louise Horsfall,Louise Horsfall,2017,Edinburgh_UG
Dr. Heather Barker,other,2017,Edinburgh_UG
Miguel Cueva,other,2017,Edinburgh_UG
Prof. Susan Rosser,other,2017,Edinburgh_UG
Prof. Peter Swain,other,2017,Edinburgh_UG
Dr. Andrew Bunting,other,2017,Edinburgh_UG
Dr. Patrick Cai,other,2017,Edinburgh_UG
Dr. Jane Calvert,other,2017,Edinburgh_UG
Dr. Wei Liu,other,2017,Edinburgh_UG
Dr. Filippo Menolascina,other,2017,Edinburgh_UG
Dr. Christine Merrick,other,2017,Edinburgh_UG
Sebastian Jaramillo-Riveri,other,2017,Edinburgh_UG
Chris Mellingwood,other,2017,Edinburgh_UG
Dr. Dariusz Abramczyk,other,2017,Edinburgh_UG
Marcos Valenzuela Ortega,other,2017,Edinburgh_UG
Paulina Kanigowska,other,2017,Edinburgh_UG
Felipe A. Millacura,other,2017,Edinburgh_UG
Andreas Andreou,other,2017,Edinburgh_UG
Zsoka,Zsoka Halaszova,2017,Edinburgh_UG
Teri,Teri Cheng,2017,Edinburgh_UG
Ted,other,2017,Edinburgh_UG
Jack,Jack T. Suitor,2017,Edinburgh_UG
Helena,Helena Scullion,2017,Edinburgh_UG
Nuoya,Nuoya Chen,2017,Edinburgh_UG
Pepe,other,2017,Edinburgh_UG
Joe,Joseph Revams,2017,Edinburgh_UG
Cynthia,other,2017,Edinburgh_UG
Mihai,Mihai Ciobanu,2017,Edinburgh_UG
Andrea Belotti,other,2017,Edinburgh_UG
John Smith,other,2017,Edinburgh_UG
Emily Chen,other,2017,Edinburgh_UG
Sarah Johnson,other,2017,Edinburgh_UG
David Thompson,other,2017,Edinburgh_UG
Edinburgh UG,other,2017,Edinburgh_UG
Bingquan Liang,BingQuan Liang,2017,GZHS-United
Jinpeng Chen,JinPeng Chen,2017,GZHS-United
Abigail Liu,other,2017,GZHS-United
Zhigang Feng,Feng zhigang,2017,GZHS-United
Honglei Jin,Honglei Jin,2017,GZHS-United
GZHS-United,other,2017,GZHS-United
Qianqi Liu,other,2017,GZHS-United
Wuanxuan Jin,Wanxuan Jin,2017,GZHS-United
Wang Rong,Rong Wang,2017,GZHS-United
Guangdong Country Garden School,other,2017,GZHS-United
Guangdong Experimental High School,other,2017,GZHS-United
Shunde Country Garden,other,2017,GZHS-United
Times Rose Garden,other,2017,GZHS-United
Bright New World Garden,other,2017,GZHS-United
HUST-China,other,2017,HUST-China
Manman Xia,Xia Manman,2017,HUST-China
Shaofeng Liao,other,2017,HUST-China
Kangyuan Yu,kangyuan yu,2017,HUST-China
Nan Hu,Hu Nan,2017,HUST-China
Tongtong Zhu,other,2017,HUST-China
Wenjing Li,other,2017,HUST-China
Professor Yunjun Yan,Yunjun Yan,2017,HUST-China
Professor Kang Ning,Kang Ning,2017,HUST-China
Dr Yi Zhan,Yi Zhan,2017,HUST-China
