team,year,page,chunk
Amoy,2015,Team:Amoy#Judging#Acknowledgement_-_-_TEXT.html,"Team:Amoy/Judging/Acknowledgement
Aomy/Project
TEAM
Member
Amoy
Attributions
PROJECT
Background
Description
Methods
Results
Discussion
Future Work
NOTEBOOK
Notebook
Protocols
Parts
Gallery
INTERLAB
NEWSLETTER
Introduction
Contribution
Discussion
Links
PRACTICES
Promotion
Talk
Communication
Collaborations
JUDGING
Medal Criteria
Acknowledgement
SAFETY
Judging
Medal Criteria
Acknowledgement
ACKNOWLEDGEMENT
Ⅰ. Fund and Facility
Our work was financially supported by Academic Affairs Office of Xiamen University . Thanks to their contentiously support to scientific training program of undergraduate.
Thanks to College of Chemistry and Chemical Engineering and School of Public Health for the support of facility.
Ⅱ. Idea and Biobrick
We are grateful to Prof. Baishan Fang, Prof. Chaoyong Yang, Prof. Dai Wang, Prof. Xiaomei Yan and A. P. Lina Wu for their suggestion and support on our idea and lab work.
For some unknown reason, our BBa_B0030 and BBa_B0034 do not give a good performance. NJU-China sent us their copy and they worked well. Thanks for their help.
Our project got advice from captain of SYSU-CHINA , Dengwen Lai, and his suggestions enlighten us to think our project from a different view.
Ⅲ. Newsletter
Thanks to Team Stockholm on their suggestion of issuu.com.
CONTACT US
Email: igemxmu@gmail.com
Website: 2015.igem.org/Team:Amoy
Address: Xiamen University, No. 422, Siming South Road, Xiamen, Fujian, P.R.China 361005"
Amoy,2015,Team:Amoy#Newsletter#Contribution_-_-_TEXT.html,"Team:Amoy/Newsletter/Contribution
Aomy/Project
TEAM
Member
Amoy
Attributions
PROJECT
Background
Description
Methods
Results
Discussion
Future Work
NOTEBOOK
Notebook
Protocols
Parts
Gallery
INTERLAB
NEWSLETTER
Introduction
Contribution
Discussion
Links
PRACTICES
Promotion
Talk
Communication
Collaborations
JUDGING
Medal Criteria
Acknowledgement
SAFETY
Newsletter
Introduction
Contribution
Discussion
Links
CONTRIBUTION
Our team called for papers once the new topic occurred to us. After collecting articles, we did the layout and then distributed new issues to all teams we had managed to get in touch with as soon as possible. With the help of Paris_Bettencourt and Pasteur_Paris , Newsletter was spread all over the world. In spite of Meetups, we have Gmail, Facebook, Twitter, Skype and QQ to keep in touch with other teams in no time. Thanks to their generous help, we successfully publish our Newsletters to the public. Meanwhile, we send Newsletters as attachments to both writers and readers who we’ve contacted. In particular, we are grateful to Stockholm for offering the platform called issuu.com , which made it easier to show our issues. We really appreciated it that Professor Wayne Materi attached us a permitted version of his article named ‘Leading a Successful iGEM Team’ when we began the first issue. 'I am happy that students still consider this article useful. It is a few years old now and I haven’t been involved in iGEM for several years. I’m surprised it’s still relevant.' We’ve managed to get in touch with 76 teams who were interested in Newsletter and finally the following 52 teams from 33 countries joined us.
Team
Country
1st
2nd
3rd
4th
5th
6th
7th
1
 Aix-Marseille
 FRANCE
2
 Amoy
 CHINA
3
 BGU_Israel
 ISRAEL
4
 Birkbeck
 UNITED KINGDOM
5
 BIT_China
 CHINA
6
 CAU_China
 CHINA
7
 CGU_Taiwan
 CHINA-TAIWAN
8
 EPF_Lausanne
 SWITZERLAND
9
 ETH-Zurich
 SWITZERLAND
10
 Exeter
 UNITED KINGDOM
11
 Freigburg
 GERMANY
12
 HFUT_China
 CHINA
13
 HUST-China
 CHINA
14
 IONIS_Paris
 FRANCE
15
 Missouri_Rolla
 UNITED STATES
16
 MIT
 UNITED STATES
17
 NAIT-Edmonton
 CANADA
18
 NCTU_Formosa
 CHINA-TAIWAN
19
 NJU_CHINA
 CHINA
20
 NUDT_CHINA
 CHINA
21
 NYMU-Taipei
 CHINA-TAIWAN
22
 OUC-China
 CHINA
23
 Oxford
 UNITED KINGDOM
24
 Paris_Bettencourt
 FRANCE
25
 Paris-Saclay
 FRANCE
26
 Pasteur_Paris
 FRANCE
27
 Purdue
 UNITED STATES
28
 SCAU-China
 CHINA
29
 SDU-Denmark
 DENMARK
30
 SJTU_Software
 CHINA
31
 SJTU-BioX-Shanghai
 CHINA
32
 Slovenia_HS
 SLOVENIJA
33
 Stockholm
 SWEDEN
34
 SYSU_CHINA
 CHINA
35
 SYSU-Software
 CHINA
36
 TCU_Taiwan
 CHINA-TAIWAN
37
 TecCEM
 MEXICO
38
 TecCEM_HS
 MEXICO
39
 Tec-Monterrey
 MEXICO
40
 Tianjin
 CHINA
41
 Toulouse
 FRANCE
42
 TrinityCollegeDublin
 IRELAND
43
 TU_Eindhoven
 NETHERLANDS
44
 Uniandes_Colombia
 COLOMBIA
45
 USTC
 CHINA
46
 USTC_Software
 CHINA
47
 Valencia_UPV
 SPAIN
48
 Waterloo
 CANADA
49
 WHU-China
 CHINA
50
 WLC-Milwaukee
 UNITED STATES
51
 Zamorano
 HONDURAS
52
 ZJU-China
 CHINA
CONTACT US
Email: igemxmu@gmail.com
Website: 2015.igem.org/Team:Amoy
Address: Xiamen University, No. 422, Siming South Road, Xiamen, Fujian, P.R.China 361005"
Amoy,2015,Team:Amoy#member#team_-_-_TEXT.html,"Team:Amoy/member/team
Aomy-Project
Home
Project
Lab
Idea
Notebook
Newsletter
Issue
Abstract
Practice
Practice
Communication
科学中国行
Member
Team
Contact
Gallery
Amoy
Safety
Acknowledgement"
Amoy,2015,Team:Amoy#Attributions_-_-_TEXT.html,"Team:Amoy/Attributions
Aomy/Project
TEAM
Member
Amoy
Attributions
PROJECT
Background
Description
Methods
Results
Discussion
Future Work
NOTEBOOK
Notebook
Protocols
Parts
Gallery
INTERLAB
NEWSLETTER
Introduction
Contribution
Discussion
Links
PRACTICES
Promotion
Talk
Communication
Collaborations
JUDGING
Medal Criteria
Acknowledgement
SAFETY
Team
Member
Advisor
Instructor
Amoy
Attributions
ATTRIBUTIONS
Ⅰ. Idea
· Constructed by undergraduate Wang Feng, Liu Shibo, Liu Yudong, Shi Lin, Tian Jiayi, Gao Darui · Guided by advisors Prof. Fang Baishan, Prof. Yang Chaoyong, Associate Prof. Wu Lina, Associate Prof. Wang Dai, Doctor Jiang Wei, Doctor Huang Jianxing
Ⅱ. Project
· Construction of circuit (undergraduate) Wang Feng, Liu Yudong, Shi Lin, Liu Shibo, Zhang Renyuan, Wang Minning, Tian Jiayi, Gao Darui, Fang Beibei · Characterization (undergraduate) Tian Jiayi, Gao Darui, Wang Minning, Wang Feng · Interlab (undergraduate) Fang Beibei Guided by advisor: Doctor Jiang Wei Supported by advisor: Prof. Fang Baishan
Ⅲ. Policy & Practices (undergraduate)
· Newsletter Editor: Zhang Renyuan Design: Li XIangning Assistants: Wang Minning, Gao Darui, Fang Beibei, Zhang Zhe Guided by advisor: Doctor Huang Jianxing · Communication with other teams Zhang Renyuan, Wang Minning, Gao Darui, Fang Beibei, Liu Yudong Guided by advisor: Doctor Huang Jianxing · Human Practices in Xiamen University Planner: Zhang Renyuan Media Contact: Liu Shibo Brochure Design: Zhang Zhe Lecturers: Shi Lin, Wang Minning Participants: All members in the team · Wiki (undergraduate) Li Xiangning, Gao Darui, Zhang Renyuan, Zhang Zhe, Tian Jiayi · Art design (undergraduate) Zhang Zhe, Li Xiangning
Ⅳ. Safety
· Undergraduates in charge: Wang Minning, Zhang Renyuan Guided by advisors: Prof. Fang Baishan, Prof. Yang Chaoyong, Associate Prof. Wang Dai, Associate Prof. Wu Lina, Doctor Jiang Wei, Doctor Huang Jianxing
CONTACT US
Email: igemxmu@gmail.com
Website: 2015.igem.org/Team:Amoy
Address: Xiamen University, No. 422, Siming South Road, Xiamen, Fujian, P.R.China 361005"
SYSU-Software,2015,Team:SYSU-Software#Team#Members_-_-_TEXT.html,"Team:SYSU-Software/Team/Members
SYSU-SOFTWARE IGEM 2015
HOME
PROJECT
DESCRIPTION
DESIGN
FEATURES
TECHNIQUES
VALIDATION & TESTING
TUTORIALS
FUTURE WORK
MODELING
OVERVIEW
EXAMPLE
ATTACHMENT
HUMAN PRACTICES
OVERVIEW
SCIENTIFIC & SOCIETAL THINKING
PROJECT ASSESSMENT
PUBLIC ENGAGEMENT
COLLABORATIONS
SAFETY
ATTRIBUTIONS
INTERLAB
MEDALS
TEAM
MEMBERS
INSTRUCTORS & ADVISORS
NOTEBOOK
Xiao Feng
LIFE SCIENCE
School of Life Sciences
Team leader and also participated in last year’s project. Supervise the project and provide vital suggestions. Meanwhile, establish a friendly and united team. Minor in mathematics and have passion in computational biology.
Jiajin Li
LIFE SCIENCE
Biotechnologies, School of Life Sciences
2015 undergraduate advisor and 2014 team leader. Organized the initial team and provided guidance for team operation. Contact him at paradise924715@foxmail.com
Weilin Xu
LIFE SCIENCE
Application of Biotechnologies, School of Life Sciences
2015 undergraduate advisor and 2014 team member. Help assemble all the pieces into a complete project. Minor in CS and committed to bioinformatics.
Xiangyue Hu & Xiaoran Yang
LIFE SCIENCE
Biological Science, School of Life Sciences
Experiment group, consisting of a handsome ""boy"" and a lively girl. Participate in the design of the project and the experimental function of the software. Work on wetlab part, including the interlab study. The handsome ""boy"" is responsible for financial work.
Zhengyang Wen
LIFE SCIENCE
School of Life Sciences
One of the members of the biology group. Here, we work together. We learn together. And I do hope, at the end, we win together.
Qianhui Wan
MODELING
Applied Mathematics, School of Mathematics and Computational Science
Have deep interest in data mining, machine learning and biostatistics. Responsible for mathematical modeling of the software in team. Contact with her by stellamberv@outlook.com.
Zhilu He
DESIGNSYNBIO BOX
Internet and New Media, School of Communication and Design.
Designer of wiki and Synbio Box in the team. Responsible for propaganda and design the posters and uniforms. Also contribute to the software.
Yi Shi
LIFE SCIENCEDESIGNSYNBIO BOX
Application of Biotechnologies, School of Life Sciences
Product manager and game designer. Responsible for the design and user interface of the software. Leader of Synbio Box development team. Also contribute to wiki and propaganda.
Shaofan Lai
CODINGSYNBIO BOX
Computer Science, School of Information Science and Technology
A back-end engineer and application developer in the team. Responsible for the main project's back-end, Synbio Box and its releasing website.
JinJin Lin
CODING
School of Software
A front-end engineer and application developer in the team. Responsible for the main project's front-end, UI logic design, and the collaboration with other teams.
Siyuan Liu
CODING
School of Information Science and Technology
Web frontend engineer in the team of SYSU-Software. One undergraduate. Half programmer. Quater audiophile. Homepage:https://www.leasunhy.com
Jiajian Liang
CODING
School of Software
Like programming and making the web. Happy to join in the iGem.And NICE TO MEET YOU!!
Tianyu Meng
CODING
School of Information Science and Technology
Have a great passion for mobile app developing, contact him at tianyum94@gmail.com
Jiaqi Ye
CODING
School of Software
A member of the team.,Honored to be able to contribute to IGEM. Will work hard to show the beauty of programming.
Shengkun Dai
LIFE SCIENCE
School of Life Sciences.
An iGEM's sophomore. Works on biotechnology and application. Always willing to thinking and solving problems. Want to share your ideas? Come at me!
Lihui Dong
LIFE SCIENCE
School of Life Sciences
An adventurous and brave girl. Enjoy learning everything. Extremely lucky to be one of the members of SYSU-software. Hope a beautiful journey in iGEM.
Liang Tang
LIFE SCIENCE
Bioengineering, School of Life Sciences
Love synthetic biology and computer sciences. Want to be an outstanding synthetic biologist in the future.
Nan Yao
LIFE SCIENCE
School of Life Sciences
A new person in software team with special interest in bioinformatics.A freshman in School of life sciences, Sun Yat-sen University.
Dongyu Zeng
LIFE SCIENCE
School of Life Sciences
Have great passion to learn biology and programing. Hope to explore the world. The very first year to take part in this match. Hope to do more in the future.
Email: sysusoftware@126.com
Address: 135# Xingang Rd(W.), Sun Yat-sen University, Guangzhou, China"
SYSU-Software,2015,Team:SYSU-Software#Team_-_-_TEXT.html,Team:SYSU-Software/Team
SYSU-Software,2015,Team:SYSU-Software#Attributions_-_-_TEXT.html,"Team:SYSU-Software/Attributions
SYSU-SOFTWARE IGEM 2015
HOME
PROJECT
DESCRIPTION
DESIGN
FEATURES
TECHNIQUES
VALIDATION & TESTING
TUTORIALS
FUTURE WORK
MODELING
OVERVIEW
EXAMPLE
ATTACHMENT
HUMAN PRACTICES
OVERVIEW
SCIENTIFIC & SOCIETAL THINKING
PROJECT ASSESSMENT
PUBLIC ENGAGEMENT
COLLABORATIONS
SAFETY
ATTRIBUTIONS
INTERLAB
MEDALS
TEAM
MEMBERS
INSTRUCTORS & ADVISORS
NOTEBOOK
Attributions
What we did?
Attributions in short:
DAI, Shengkun: data for database; content for wiki; poker on biosafety and bioethics.
DONG, Lihui: data for database.
FENG, Xiao: team leader; proposed “Crowdsourcing” in Co-development.
HE, Zhilu: UI design for project and Synbio Box; wiki, poster, banner and uniform design.
HU, Xiangyue: design on functions of experiment module in CORE Design; interlab and wet-lab validation, fundraising.
LAI, Shaofan: implementation and release of Synbio Box for Human Practices; back-end of project, including part of modeling module in CORE Design; database; automated unit testing and documentation of project.
LIANG, Jiajian: wiki programmer, responsible for editing and posting of wiki contents.
LIN, Jinjin: front-end of project (CORE Design, including experiment and modeling module, and design of underlying data structure of CORE Design); implementation of mouse movement tracking tools.
LIU, Siyuan: front-end of project (CO-development, including personal database, notifications, index, login, registration module); suggestions and improvements on features and interface of software.
LUO, Sicheng: front-end of CORE Bank.
LI, Jiajin: advisor.
MENG, Tianyu: testing of Synbio Box.
SHI, Yi: PM of project and main UI designer of project and Synbio Box; design of wiki and uniform.
TANG, Liang: proposed redesign based on ODE in CORE Design; data for database; help design modelling module; contents for wiki.
WAN, Qianhui: mathematical modeling of project; help design modeling module in CORE Design.
WEN, Zhengyang: responsible for Human Practices; data for database; contents for wiki.
XU, Weilin: proposed standard repository of previous project by CORE Bank; content for wiki; advisor.
YANG, Xiaoran: design on functions of experiment module in CORE Design; interlab; wet-lab validation of project.
YAO, Nan: data for database; Biology Festival as Human Practices.
YE, Jiaqi: wiki programmer, responsible for editing and posting of wiki contents.
ZENG, Dongyu: data for database; Biology Festival as Human Practices.
Attributions in details
[1] Project
(1) Overview: All team members participated in the ideas and designs of our project. Shaofan Lai was mainly responsible for the back-end of the software. Jinjin Lin, Siyuan Liu and Sicheng Luo were mainly responsible for the front-end of the software.
(2) CORE (Crowdsourcing Open Redesign Engine)
CORE Design:
1. Ideas and designs
Liang Tang propesed reuse and redesign of previous wet-lab team projects based on ODE models.
Xiaoran Yang and Xiangyue Hu designed the experiment module.
Qianhui Wan, Liang Tang, Xiaoran Yang and Xiangyue Hu designed the modeling module.
All team members participated in improvements on CORE Design.
Yi Shi designed the user interface, and Zhilu He improved the designs.
2. Database
Liang Tang, Shengkun Dai, Zhengyang Wen, Lihui Dong and Xiao Feng collected and cleaned data for our database.
3. Implementation
Jinjin Lin was responsible for the front-end of CORE Design, as well as the underlying data structure of circuit design.
Shaofan Lai was responsible for the back-end.
Siyuan Liu helped improve user interface.
Co-development
1. Ideas and designs
Xiao Feng proposed design with the help of “Crowdsourcing”.
All team members participated in improvements on Co-development.
Yi Shi designed the user interface, and Zhilu He improved the designs.
2. Implementation
Siyuan Liu was responsible for the front-end of Co-development, and also responsible for the implementation of personal database, notifications, index and log-in interface.
Shaofan Lai was responsible for the back-end.
Jinjin Lin helped improved user interface.
CORE Bank
1. Ideas and designs
Weilin Xu proposed standard repository of previous projects in CORE Bank.
All team members helped improve the module.
Yi Shi designed the user interface, and Zhilu He improved the designs.
2. Implementation
Sicheng Luo was responsible for front-end of CORE Bank, and a plugin shared by CORE Bank and Co-development was implemented by Siyuan Liu.
Shaofan Lai was responsible for the back-end.
Jinjin Lin gave suggestions on user interface.
(3) Wet-lab Practices:
Xiangyue Hu and Xiaoran Yang were responsible for interlab and wet-lab validation of our project.
(4) Mathematical Modeling:
Qianhui Wan was responsible for the mathematical modeling for our project.
[2] Human Practices and Collaborations:
Overview: All team members participated in some part of our Human Practices. For more details please see “ human practice ”.
(1) Biology Festival:
Zhengyang Wen was responsible for the planning of the activity; Dongyu Zeng and Nan Yao was mainly responsible for the execution of the activity; all team members participated to some extent in the Festival.
(2) Synbio Box
Yi Shi designed the game, and Zhilu He helped improve the design. Shaofan Lai implemented the game.
(3) Consult with professors
All team members took part in the activity.
(4) Collaboration with NJU-China
Jinjin Lin designed the tool that can be used to track the movement of mice in the cage.
(5) Meetups held by NCTU_Formosa
Poster was designed by Zhilu He.
Xiao Feng, Xiangyue Hu, Jinjin Lin, Yi Shi, Liang Tang and Xiaoran Yue participated in the meetup.
(6) Meetups with high-school teams and wet-lab teams
Shengkun Dai, Zhengyang Wen and Weilin Xu participated in the meetup.
(7) Meetups held by Peking
Poster was designed by Zhilu He.
Shengkun Dai, Xiao Feng, Qianhui Wan, Zhengyang Wen and Weilin Xu participated in the meetup.
(8) Meetup with freshmen:
Xiao Feng, Yi Shi, Zhengyang Wen and Weilin Xu gave presentations on topics such as synbio and iGEM.
[3] Documentation, Art and Designs
(1) Wiki:
Contents: Shengkun Dai, Liang Tang, Zhengyang Wen and Weilin Xu were mainly responsible for the contents of the wiki. All other team members contributed to the contents of the wiki.
Designs: Zhilu He and Yi Shi were responsible for the designs of wiki.
Editing and posting: Jiajian Liang and Jiaqi Ye were responsible for the editing and posting of wiki.
(2) Uniforms:
Zhilu He and Yi Shi were responsible for the designs of uniforms
[4] Financing and Planning of the Journey to Boston
Xiangyue Hu did the financial work for us, who relieved our burden and greatly motivated us to work harder on the project.
Acknowledgements to people and organization
who helped us and gave advice
School of Life Sciences,
Sun Yat-sen University
School of Data
and Computer Science,
Sun Yat-sen University
School of Mathematics
and Computational Science,
Sun Yat-sen University
School of Communication and Design,
Sun Yat-sen University
Yat-sen School,
Sun Yat-sen University
Project support and advice:
Prof. Jianhua Yang gave us advice on how to plan and schedule our project, and on what should be cautious about when we were working on our project.
Dr. Lingling Zheng gave us instructions on software engineering, and also on the layout of our software.
Prof. Yan Zhang gave us many supports on fundraising and also on the feasibility of our project.
Prof. Jian Ren provided us a comfortable working environment, and also gave us suggestions on improving the software.
Prof. Yongjun Lu gave us advice on how to ensure biosafety.
Prof. Xionglei He, Prof. Shengfeng Huang and Dr. Yongdong Zhang gave us advice on presentation.
Fundraising help and advice:
School of Life Sciences covered the fees of flights, accommodation and also Team Registration Fee and Jamboree Attendance Fee, which greatly reduced our burden and motivated us to focus on the competition.
Prof. Yan Zhang and Xiangwan Lu helped us a lot when we were registering for the 2015 iGEM Giant Jamboree and paid the fees. They also helped us raise the funds to pay for the admission fees for the meetup held by NCTU_Formosa.
Prof. Yongjun Lu and Peibo Yuan helped us raise the funds for wet lab validation, and also funds for participating the CCiC meetup held by Peking iGEM team in August.
Lab support:
Wet-lab Support
Prof. Yongjun Lu and Prof. Yan Zhang kindly provides us with the lab spaces needed to do our validation experiment and the Interlab during the summer.
Dry-lab Support
Microsoft Student Technology Club of Sun Yat-sen University kindly offered us the space where we worked on our project during July and the beginning of August.
Prof. Jian Ren offered us the lab where we can work on our project before the Giant Jamboree.
Project advisor support
Dr. Feng Liu gave us suggestions on designing our validation experiment.
Peng Nie, team member of 2014 SYSU-Software team, gave us much advice on many aspects of our project, including how to improve our software so that it is more user-friendly.
Wiki support:
Sheng Luo, team member of 2014 SYSU-Software team, kindly offered advice to us on how to plan the layout of our wiki.
Presentation Coaching:
Prof. Jianhua Yang and Dr. Lingling Zheng advised us on how to clearly express our project in the presentation.
Prof. Xionglei He gave us advice on how to plan the contents of our presentation.
Human Practices Support:
Without the chance offered by Students' Union of School of Life Sciences, Sun Yat-sen University, we could not have so successfully held the garden party in the Biology Festival. We acknowledge them for their kind help.
Many thanks to the Academic Division of Youth League Committee of School of Life Sciences, Sun Yat-sen University. They helped us arrange for the place and the time for the mini lecture to freshmen.
We collaborated with NJU-China 2015 iGEM team and devised the tool for tracking the movement of mouse and rat, and NJU-China tried and helped us identify the bugs in the tool.
Thanks and acknowledgements for all other people involved in helping make a successful iGEM team:
Team members of SYSU-Software of previous competition gave us much advice and support to us, which encouraged us to perfect our project. They include Haoquan Zhao of 2013 SYSU-Software, Jinyu Li, Mingrui Liang and Rijun Cai of 2014 SYSU-Software.
Ph. D. students Dongni Chen, Sa Xiao, Lei He and Yunhao Sun helped us when we had difficulty in the wet lab experiment.
Many thanks to instructor of team NYMU-Taipei, Prof. Chuan-Hsiung Chang, who gave us advice on improvements of the project.
We thank Prof. Zhumei He and Jie Chen, experts in biosafety in the campus, who gave us advice on safety and ethics considerations in the project.
Email: sysusoftware@126.com
Address: 135# Xingang Rd(W.), Sun Yat-sen University, Guangzhou, China"
SYSU-Software,2015,Team:SYSU-Software#Team#Instructors_-_-_TEXT.html,"Team:SYSU-Software/Team/Instructors
SYSU-SOFTWARE IGEM 2015
HOME
PROJECT
DESCRIPTION
DESIGN
FEATURES
TECHNIQUES
VALIDATION & TESTING
TUTORIALS
FUTURE WORK
MODELING
OVERVIEW
EXAMPLE
ATTACHMENT
HUMAN PRACTICES
OVERVIEW
SCIENTIFIC & SOCIETAL THINKING
PROJECT ASSESSMENT
PUBLIC ENGAGEMENT
COLLABORATIONS
SAFETY
ATTRIBUTIONS
INTERLAB
MEDALS
TEAM
MEMBERS
INSTRUCTORS & ADVISORS
NOTEBOOK
Instructors
Jianhua Yang
Research interests: disease RNA genomics; functional non-coding RNA and regulatory networks; high-throughput data Informatics
Jian Ren
Research interests: proteome Informatics; genome Informatics; cancer Informatics; supercomputing
Yan Zhang
Research interests: cancer stem cell; pluripotent stem cells; neoangiogenesis; transdifferentiation; cancer microenvironment
Yongjun Lu
Research interests: pathogenic bacteria - host interaction and antibacterial drug development
Xionglei He
Research interests: biochemistry and molecular biology; bioinformatics; evolutionary genetics;  genomics
Yongdong Zhang
Research interests: high performance computing
Lingling Zheng
Research interests: bioinformatics
Advisors
Xiangwan Lu
Administrative staff of School of Life Sciences
Peng Nie
Postgraduate. Research interests: bioinformatics
Email: sysusoftware@126.com
Address: 135# Xingang Rd(W.), Sun Yat-sen University, Guangzhou, China"
SYSU-Software,2015,Team:SYSU-Software#Attribution_-_-_TEXT.html,Team:SYSU-Software/Attribution
EPF_Lausanne,2015,Team:EPF Lausanne#Team#Meet_-_-_TEXT.html,"Team:EPF Lausanne/Team/Meet
EPFL 2015 iGEM bioLogic Logic Orthogonal gRNA Implemented Circuits
EPFL 2015 iGEM bioLogic Logic Orthogonal gRNA Implemented Circuits
Home
Project
Description
Prototype Design
Modeling
Software
Interlab Study
Achievements
Results
Parts
Judging
Wet Lab
E. coli notebook
S. cerevisiae notebook
Protocols
Safety
Human Practices
Team
Meet us
Attributions
Collaborations
iGEM
Team
Joseph Heng
""Yeasts Nurse""
Nina van Tiel
""PCR Queen""
Emilie Cuillery
""BioBrick Princess""
Axel Uran
""Wiki King""
Grégoire Thouvenin
""Redaction Man""
Ari Sarfatis
""Experiment Design Knight""
Loic Steiner
""Lab Guru""
Vincent Jacquot
""Administration Fellow""
Cyril Pulver
""The Ethics Guy""
Paola Malsot
""Miss Mutagenesis""
Rocco Meli
""Modeling Master when it's not time for 'Ùn cafè?' ""
Victor Steininger
""Interlab Entertainer""
Finish the tour!
EPFL 2015 iGEM bioLogic Logic Orthogonal gRNA Implemented Circuits"
EPF_Lausanne,2015,Team:EPF Lausanne#Team#Timeline_-_-_TEXT.html,"Team:EPF Lausanne/Team/Timeline
EPFL 2015 iGEM bioLogic Logic Orthogonal gRNA Implemented Circuits
EPFL 2015 iGEM bioLogic Logic Orthogonal gRNA Implemented Circuits
EPFL 2015 iGEM bioLogic Logic Orthogonal gRNA Implemented Circuits
Home
Project
Description
Background
Applications
Modeling
Software
Interlab Study
Achievements
In vivo
In silico
Judging
Parts
Human Practices
Notebook
E. Coli
Yeast
Protocols
Team
Meet us
Timeline
Attributions
iGEM
Timeline
The bible
The E. Coli part of our project is strongly based on the paper of Bikard et al. ""Programmable repression and activation of bacterial gene expression using an engineered CRISPR-Cas system"". Bikard sent us his strains JEN202, JEN202+PWJ89 and DH5A+PWJ66. We also ordered a plasmid containing dCas9 and the synthetic DNA encoding fou our gRNAs.
Blast
02.04.2015
In our project dCas9 target DNA sequences using gRNAs and acts as an activator or an inhibitor depending on its position. Axel and Cyril created a C++ program to blast random generated  gRNA sequences on the E. Coli or Yeast genome.
And the winner is...
26.03.2015
...the new framework for biologic circuits using dCas9.
The lab starts!
24.03.2015 - 26.03.2015
TAs start to train us in the lab: medium and agar plates preparation
Brainstorming finalists
19.03.2015
Three cool ideas came out of the brainstorming:
A new framework for biologic circuits
Lung cancer therapy using dCas9
Cell-cell communication through exosomes
Brainstorming
26.02.2015 - 12.03.2015
The team is split into small groups, brainstorming for an interesting project that will occupy us during the summer.
First meeting: iGEM officially starts!
19.02.2015
First meeting with everyone: 12 teammates, 7 TAs and 3 advisors.
EPFL 2015 iGEM bioLogic Logic Orthogonal gRNA Implemented Circuits"
